"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
64731,9/30/2025 0:00:00,18959,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57669,57669,535421,0,-57669,-57669,0,0,0,0,0,8653,0,6014,6014,0,0,0,0,0,0,0,802114,-51655,-51655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802114,0,0,57669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561180,561180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64746,9/30/2025 0:00:00,18974,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,62400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5107167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88000,88000,6047021,0,-88000,-88000,0,0,0,0,0,116361,0,77358,77358,0,0,0,0,0,0,0,8863360,-10642,-10642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8863360,0,0,88000,4,460843,0,5,556697,0,0,0,0,0,0,0,0,0,0,1017540,0,0,0,0,1,10314,0,0,0,0,0,0,0,10314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1027854,0,0,7916890,7916890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64755,9/30/2025 0:00:00,18983,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,104800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6501256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23316,23316,8851979,0,-23316,-23316,0,0,0,0,0,227347,0,131045,131045,0,0,0,0,0,0,0,15684156,107729,107729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684156,0,0,23316,17,1858466,300000,0,0,0,0,0,0,0,0,0,0,0,0,1858466,300000,0,0,0,0,0,0,0,0,0,17,515573,98510,515573,98510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2374039,398510,0,12974918,12974918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278
64759,9/30/2025 0:00:00,18987,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,47422668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593032957,0,0,0,0,0,0,0,15985425,0,0,0,0,0,0,0,0,8641402,8641402,960693805,0,-8641402,-8641402,0,0,0,0,0,85431819,0,10067753,10067753,0,0,0,0,0,0,0,1393245039,1426351,1426351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393245039,0,0,8641402,957,224075411,38749198,367,33213817,1739600,198,46396119,0,0,0,0,29,2410099,450000,306095446,40938798,541,38577894,10524550,27,431665,0,0,0,0,337,15211821,4105000,54221380,14629550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2456,360316826,55568348,15890890,1251083379,1251083379,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,1,162784329,1168,0,0,0,0,0,0,0,0,1068097
64762,9/30/2025 0:00:00,18990,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4350216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85858,85858,6677922,0,-85858,-85858,0,0,0,0,0,231883,0,147618,147618,0,0,0,0,0,0,0,16465099,61760,61760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16465099,0,0,85858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2413563,80000,2413563,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2413563,80000,0,14920479,14920479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64766,9/30/2025 0:00:00,18994,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,29057177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109905771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3917353,3917353,121214541,0,-3917353,-3917353,0,0,0,0,0,6177210,0,1689895,1689895,0,0,0,0,0,0,0,202892443,-2227458,-2227458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202892443,0,0,3917353,39,7785275,160000,55,5708348,95000,0,0,0,0,0,0,0,0,0,13493623,255000,26,1732500,202000,0,0,0,0,0,0,0,0,0,1732500,202000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,15226123,457000,137519,168701143,175705969,7004826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97913
64777,9/30/2025 0:00:00,19005,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10770,10770,592412,0,-10770,-10770,0,0,0,0,0,22661,0,11858,11858,0,0,0,0,0,0,0,1219174,1088,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219174,0,0,10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071225,1071225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64778,9/30/2025 0:00:00,19006,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,83922226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273372976,0,0,0,0,0,0,0,693105986,0,0,0,0,0,0,-11198318,0,79599533,79599533,4329146241,-11198318,-79599533,-79599533,0,0,0,0,0,291681749,0,42696916,42696916,0,0,0,0,0,0,0,4866847764,-36902617,-36902617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866847764,0,0,79599533,1571,503592756,147906557,265,20189587,925000,8,4505130,0,1,1832121,0,312,197148901,78413509,727268495,227245066,12,339374,0,0,0,0,0,0,0,14793,703460625,136913660,703799999,136913660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16962,1431068494,364158726,904720150,4349893580,4359691565,9797985,0,0,0,0,211,89152066,211,0,211,89152066,3424,0,0,0,0,1,703489388,1445,0,0,402422,0,0,0,0,0,10657381
64782,9/30/2025 0:00:00,19010,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5113357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36914,36914,5076443,0,-36914,-36914,0,0,0,0,0,117507,0,60297,60297,0,0,0,0,0,0,0,6552556,23383,23383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6552556,0,0,36914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5809106,5809106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64825,9/30/2025 0:00:00,19053,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5345144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31100,31100,5314044,0,-31100,-31100,0,0,0,0,0,73552,0,55637,55637,0,0,0,0,0,0,0,7326608,24537,24537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7326608,0,0,31100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5980542,5980542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64833,9/30/2025 0:00:00,19061,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,101843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3497849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129803,129803,10607115,0,-129803,-129803,0,0,0,0,0,383388,0,264369,264369,0,0,0,0,0,0,0,35698648,134566,134566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35698648,0,0,129803,22,2821052,200000,58,3357272,143000,0,0,0,0,0,0,0,0,0,6178324,343000,31,1060745,125000,0,0,0,0,0,0,0,0,0,1060745,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,7239069,468000,0,28426546,28426546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64834,9/30/2025 0:00:00,19062,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,4954661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960902,0,0,0,0,0,0,0,66849096,0,0,0,0,0,0,0,0,400000,400000,113962998,0,-400000,-400000,0,0,0,0,0,1545516,0,855144,855144,0,0,0,0,0,0,0,148102561,455144,455144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148102561,0,0,400000,25,8634435,410080,2,488275,169000,15,8476467,0,30,26970556,6183500,0,0,0,44569733,6762580,1,196476,0,0,0,0,0,0,0,4,1786790,2950000,1983266,2950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,46552999,9712580,24232401,116978536,116978536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64835,9/30/2025 0:00:00,19063,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,74023625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51833873,0,0,0,0,0,0,0,5484746,0,0,0,0,0,0,0,0,1388868,1388868,109042384,0,-1388868,-1388868,0,0,0,0,0,16496676,0,1877851,1877851,0,0,0,0,0,0,0,238745250,488983,488983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238745250,0,0,1388868,135,32893420,1516236,32,5274053,0,0,0,0,9,5159878,1228983,56,3246589,0,46573940,2745219,6,170326,0,1,1310,0,0,0,0,90,6367056,5791904,6538692,5791904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,53112632,8537123,14945160,199956135,199956135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309346,0,0
64850,9/30/2025 0:00:00,19078,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,217824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21888378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298694,298694,27708375,0,-298694,-298694,0,0,0,0,0,3782700,0,345512,345512,0,0,0,0,0,0,0,40489602,46818,46818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40489602,0,0,298694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,6118691,1321151,0,0,0,0,0,0,0,0,0,6118691,1321151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,6118691,1321151,0,34329731,34329731,0,0,0,9,35508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97117
64852,9/30/2025 0:00:00,19080,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,298367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14989051,0,0,0,0,0,0,0,4178635,0,0,0,0,0,0,0,0,268500,268500,49116920,0,-268500,-268500,0,0,0,0,0,2159643,0,448486,448486,0,0,0,0,0,0,0,54132611,179986,179986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54132611,0,0,268500,110,11635363,0,58,1684694,27000,36,2138497,0,117,14320264,6228666,0,0,0,29778818,6255666,8,438916,180207,0,0,0,0,0,0,0,0,0,438916,180207,5,123956,80000,0,0,0,0,0,0,0,0,0,123956,80000,334,30341690,6515873,19675063,46578455,48272455,1694000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64856,9/30/2025 0:00:00,19084,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,47800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8622204,0,0,0,0,0,0,0,120731,0,0,0,0,0,0,0,0,104390,104390,14303277,0,-104390,-104390,0,0,0,0,0,237360,0,134084,134084,0,0,0,0,0,0,0,16344060,29694,29694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16344060,0,0,104390,2,248832,0,0,0,0,0,0,0,0,0,0,0,0,0,248832,0,87,5415900,645800,0,0,0,0,0,0,0,0,0,5415900,645800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,5664732,645800,331271,15048832,15048832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64868,9/30/2025 0:00:00,19096,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1973599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6115455,0,0,0,0,0,0,0,5286380,0,0,0,0,0,0,0,0,316877,316877,12777547,0,-316877,-316877,0,0,0,0,0,2537891,0,216268,216268,0,0,0,0,0,0,0,28846642,-100609,-100609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28846642,0,0,316877,18,77853,0,0,0,0,2,46592,0,9,367097,0,0,0,0,491542,0,0,0,0,22,543766,0,0,0,0,25,657281,98000,1201047,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1692589,98000,0,22224211,22224211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42126
64878,9/30/2025 0:00:00,19106,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,6380694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18617661,0,0,0,0,0,0,0,2081813,0,0,0,0,0,0,0,0,188511,188511,38512726,0,-188511,-188511,0,0,0,0,0,1725682,0,452675,452675,0,0,0,0,0,0,0,51471831,264164,264164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51471831,0,0,188511,1,39698,357,202,16150043,2794422,3,296790,20357,4,77979,30251,3,48517,0,16613027,2845387,32,1144132,534529,11,168379,0,0,0,0,2,76225,97636,1388736,632165,3,113223,0,2,37511,19084,0,0,0,1,29588,0,180322,19084,264,18182085,3496636,0,43970771,46686771,2716000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64880,9/30/2025 0:00:00,19108,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,202716855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680585020,0,0,0,0,0,0,0,451765156,0,0,0,0,0,0,0,0,11807381,11807381,1551356251,0,-11807381,-11807381,0,0,0,0,0,171699100,0,13885943,13885943,0,0,0,0,0,0,0,1982291561,2078562,2078562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6583400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982291561,0,0,11807381,957,142192044,14267065,1141,59804184,6652877,6,612330,0,237,85244849,39462863,428,12748275,6990800,300601682,67373605,1925,74163813,17896585,0,0,0,0,0,0,1604,56047961,29290777,130211774,47187362,12,281594,165238,9,269940,0,0,0,0,3,79186,0,630720,165238,6322,431444176,114726205,149475882,1627245136,1662909580,35664444,0,0,0,0,4,597650,4,0,0,0,31,0,0,44,270651,1,304519396,1536,0,0,0,0,0,0,27877807,0,1562843
64882,9/30/2025 0:00:00,19110,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,13610874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6235134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194516,194516,10789080,0,-194516,-194516,0,0,0,0,0,1169144,0,292824,292824,0,0,0,0,0,0,0,33271358,98308,98308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33271358,0,0,194516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,4748462,0,0,0,0,4748462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,4748462,0,0,30340677,30340677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25628
64886,9/30/2025 0:00:00,19114,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,10807156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46775688,0,0,0,0,0,0,0,5571461,0,0,0,0,0,0,-248000,0,1272173,1272173,127239886,-248000,-1272173,-1272173,0,0,0,0,0,13617853,0,2005757,2005757,0,0,0,0,0,0,0,186277197,733584,733584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186277197,0,0,1272173,122,17726950,1023675,69,4403012,207500,208,24690793,3306520,154,15418673,6635750,78,2499238,1589247,64738666,12762692,105,3501683,903913,9,403812,53000,0,0,0,280,7272749,3396477,11178244,4353390,0,0,0,14,986834,0,0,0,0,0,0,0,986834,0,1039,76903744,17116082,8033095,160238282,160238282,0,0,0,0,0,1,248000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120990
64892,9/30/2025 0:00:00,19120,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6284,0,1869,1869,0,0,0,0,0,0,0,270667,1869,1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220805,220805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
