"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
24463,9/30/2025 0:00:00,25755,0,0,859,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287000,0,0,0,0,0,0,0,0,,0,1386663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24464,9/30/2025 0:00:00,23943,0,4138193,6000,0,1,0,1750331,0,0,0,0,0,0,0,0,0,0,0,0,14435194,29919780,1748293,2005900,0,48109167,0,0,0,0,0,0,0,-1390934,0,56405,0,0,15275,71680,0,0,0,0,31964,223693005,0,0,0,0,0,0,0,0,07/01/2023,1264852,249064116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24465,9/30/2025 0:00:00,22862,0,0,1164600,0,1,0,285082,0,0,0,0,0,0,0,0,0,0,0,0,5978582,8054333,5725667,5818238,0,25576820,0,0,0,0,0,0,0,-1660363,0,107641,0,0,0,107641,0,0,0,0,0,165022554,0,0,0,0,0,0,0,0,07/01/2023,171074,182467638,0,0,0,0,0,0,0,0,0,0,0,246257,0,0,0,0,0,0,0,0,0,0
24470,9/30/2025 0:00:00,22708,0,2470206,5119554,924215,1,0,8049156,181537,0,0,0,227753,409290,0,0,0,0,0,0,47426963,15817833,19392091,42471742,9650364,134758993,0,0,0,0,0,0,0,-11759791,0,5239507,0,0,0,5239507,0,0,0,0,0,554128794,0,0,0,0,0,0,0,0,04/01/2023,1656167,591069650,0,0,0,0,0,0,0,0,0,0,0,4550465,0,2177,0,0,0,0,0,0,0,0
24481,9/30/2025 0:00:00,22680,0,4220000,624791,0,1,0,278182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500,0,0,0,22500,0,0,0,0,0,71095714,0,0,0,0,0,0,0,0,01/01/2023,0,82072666,0,0,0,0,0,0,0,0,0,0,0,164670,0,0,0,0,0,0,0,0,0,0
24482,9/30/2025 0:00:00,25793,0,0,1260156,485216,1,0,832805,0,0,0,0,0,0,0,0,0,0,0,0,5371636,792339,24325525,0,0,30489500,0,0,0,0,0,0,0,-4111403,0,348462,0,0,0,348462,0,0,0,0,0,158955139,0,0,0,0,0,0,0,0,10/01/2023,57458,170353105,0,0,0,0,0,0,0,0,0,0,0,1344365,0,0,0,0,0,0,0,0,0,0
24483,9/30/2025 0:00:00,25797,0,0,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612175,0,0,0,0,0,0,0,0,,0,1748883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24484,9/30/2025 0:00:00,15154,0,9157662,3687606,0,1,0,676009,0,0,0,0,0,0,0,0,0,0,0,0,8354392,7146754,0,0,0,15501145,0,0,0,0,0,0,0,-228630,0,164724,0,0,0,164724,0,0,0,0,0,123987688,0,0,0,0,0,0,0,0,01/01/2023,87356,137715652,0,0,0,0,0,0,0,0,0,0,0,1639447,0,0,0,0,0,0,0,0,0,0
24486,9/30/2025 0:00:00,24119,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653175,0,0,0,0,0,0,0,0,,0,8399494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24490,9/30/2025 0:00:00,14595,0,70000000,2227941,3221555,1,0,1020367,0,0,0,0,0,0,0,0,0,0,0,0,12573550,9693858,7633147,0,0,29900555,0,0,0,0,0,0,0,16445,0,100021,0,0,0,100021,0,0,0,0,0,316042904,0,0,0,18,70120,68016,0,0,01/01/2023,457225,356748130,0,0,0,0,0,0,0,0,0,0,0,1810862,0,0,0,0,0,0,0,0,0,0
24491,9/30/2025 0:00:00,15122,0,0,1647456,0,1,0,738949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,7000000,1000000,0,10000000,0,0,0,291900,0,0,0,291900,0,0,0,0,0,50348997,0,0,0,0,0,0,0,0,01/01/2023,210000,63027284,0,0,0,0,0,0,0,0,0,0,0,392288,0,0,0,0,0,0,0,0,0,0
24492,9/30/2025 0:00:00,18655,0,121000,499122,0,1,0,186893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,70000,0,0,0,0,0,55687891,0,0,0,0,0,0,0,0,01/01/2023,39947,62221530,0,0,0,0,0,0,0,0,0,0,0,244814,0,0,0,0,0,0,0,0,0,0
24495,9/30/2025 0:00:00,23964,0,12000000,1587685,1060122,1,0,1347729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252127,0,0,0,252127,0,0,0,0,0,161535050,0,0,0,0,0,0,0,0,01/01/2023,691338,179722739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24501,9/30/2025 0:00:00,19908,0,0,996875,0,1,0,434720,0,0,0,0,0,0,0,0,0,0,0,0,2967045,2015660,1004310,0,0,5987015,6240000,3800000,1920000,0,0,11960000,0,-12985,0,70000,0,0,0,70000,0,0,0,0,0,128871856,0,0,0,0,0,0,0,0,01/01/2023,0,147611559,0,0,0,0,0,0,0,0,0,0,0,28329,0,0,0,0,0,0,0,0,0,0
24506,9/30/2025 0:00:00,26128,0,0,14170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5658426,0,0,0,0,0,0,0,0,,0,6238440,0,0,0,0,0,0,0,0,0,0,0,6784,0,0,0,0,0,0,0,0,0,0
24508,9/30/2025 0:00:00,22482,0,0,12852848,6594459,1,0,15483751,4817501,0,0,0,0,4817501,0,0,0,0,0,0,28898359,65018086,75322615,58167558,21657191,249063809,0,0,0,0,0,0,0,-16965000,0,4947722,0,0,4328,4952050,0,0,0,0,7398,1316435783,0,0,0,0,0,0,0,0,01/01/2023,1621880,1474445236,0,0,0,0,0,0,0,0,0,0,0,507707,0,348532,0,0,0,0,0,0,0,0
24511,9/30/2025 0:00:00,24283,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8670232,0,0,0,0,0,0,0,0,,0,9813131,0,0,0,0,0,0,0,0,0,0,0,1406,0,0,0,0,0,0,0,0,0,0
24516,9/30/2025 0:00:00,25237,0,20886973,653155,0,1,0,134180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10539238,11007283,14435438,0,0,35981959,0,0,0,56708,0,0,0,56708,0,0,0,0,0,82939766,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,102242229,0,0,0,0,0,0,0,0,0,0,0,41814,0,0,0,0,0,0,0,0,0,0
24520,9/30/2025 0:00:00,21898,0,0,502502,0,1,0,85861,0,0,0,0,0,0,0,0,0,0,0,0,1719321,8762269,13082915,1650941,989890,26205336,0,0,0,0,0,0,0,-717211,0,14294,0,0,0,14294,0,0,0,0,0,92365589,0,0,0,0,0,0,0,0,01/01/2023,14937,105637300,0,0,0,0,0,0,0,0,0,0,0,307802,0,0,637,0,0,0,0,0,0,0
24523,9/30/2025 0:00:00,18531,0,0,660707,0,1,0,352574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,2100000,214151,3073561,6887712,0,0,0,67482,0,0,127,67609,0,0,0,0,127,62677791,0,0,0,0,0,0,0,0,03/01/2023,0,70839628,0,0,0,0,0,0,0,0,0,0,0,212323,0,0,0,0,0,0,0,0,0,0
24524,9/30/2025 0:00:00,16602,0,694478833,41604593,0,1,0,53707596,0,0,0,0,0,0,17002851,0,0,0,0,17002851,686493923,422705955,264975532,244233622,3881463,1622290495,0,0,0,0,0,0,0,-45953226,0,26612500,0,0,0,26612500,0,0,0,0,1545282,5349584318,0,0,0,0,0,0,0,0,01/01/2023,30224624,6177588700,0,0,0,0,0,0,0,0,0,0,0,10135606,0,778699,0,0,0,0,0,0,0,0
24526,9/30/2025 0:00:00,17014,0,0,478210,0,1,0,331932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803414,2189932,1727581,238112,0,6959039,0,0,0,328500,0,0,0,328500,0,0,0,0,0,44197877,0,0,0,0,0,0,0,0,01/01/2023,188324,49593902,0,0,0,0,0,0,0,0,0,0,0,223254,0,0,0,0,0,0,0,0,0,0
24530,9/30/2025 0:00:00,15762,0,0,114086,0,1,0,193247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005000,500000,0,1505000,0,0,0,0,0,0,0,0,0,0,0,0,0,12285732,0,0,0,0,0,0,0,0,09/01/2023,135773,14304723,0,0,0,0,0,0,0,0,0,0,0,50672,0,0,0,0,0,0,0,0,0,0
24532,9/30/2025 0:00:00,26195,0,0,78886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3169651,0,0,0,0,0,0,0,0,,0,3634376,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0
24534,9/30/2025 0:00:00,14923,0,92352929,22543394,5064830,1,0,15150334,684301,0,0,22917419,26610732,50212453,0,0,0,0,0,0,45511457,6203648,23404535,0,0,75119640,0,0,0,0,0,0,0,-3334245,0,9160366,0,0,0,9160366,0,0,0,0,0,2312816717,0,0,0,0,0,0,0,0,01/01/2023,5487220,2627012367,0,0,0,0,0,0,0,0,0,0,0,15021677,0,4283448,0,0,0,0,0,0,0,0
24535,9/30/2025 0:00:00,26200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280986,437007,0,0,0,717993,0,0,0,0,0,0,0,0,0,0,0,0,0,913524,0,0,0,0,0,0,0,0,,0,1063126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24539,9/30/2025 0:00:00,17600,0,0,97730,0,1,0,56000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389,0,0,0,2389,0,0,0,0,0,3219663,0,0,0,0,0,0,0,0,Fiscal Year 2022,15274,3937845,0,0,0,0,0,0,0,0,0,0,0,1692,0,0,0,0,0,0,0,0,0,0
24540,9/30/2025 0:00:00,20076,0,2971117,790179,0,1,0,1340518,0,0,0,0,0,0,0,0,0,0,0,0,1599679,1931505,4018901,0,0,7550085,0,0,0,0,0,0,0,-414533,0,505000,0,0,0,505000,0,0,0,0,0,107548963,0,0,0,0,0,0,0,0,01/01/2023,0,116951589,0,0,0,0,0,0,0,0,0,0,0,430712,0,0,0,0,0,0,0,0,0,0
24542,9/30/2025 0:00:00,21055,0,73246926,2405803,165724,1,0,23284996,606720,0,0,0,5132357,5739077,0,0,0,0,0,0,151941048,146931747,101900518,110284120,2663858,513721291,490000,0,18035381,4500000,0,23025380,0,-10543727,0,1033500,0,0,0,1033500,0,0,0,0,0,1289979319,0,0,0,0,0,0,0,0,10/01/2023,0,1442118831,0,0,0,0,0,0,0,0,0,0,0,1998968,0,628638,0,0,0,0,0,0,0,0
24543,9/30/2025 0:00:00,20590,0,24240834,1463978,3666183,1,0,2028856,0,0,0,0,0,0,0,0,0,0,0,0,25727250,6890806,13313449,23585597,4250236,73767338,24013,0,0,0,0,24013,0,-4586548,0,279528,0,0,28692,308220,0,0,0,0,111111,433416454,0,0,0,0,0,0,0,0,01/01/2023,348616,473313915,0,0,0,0,0,0,0,0,0,0,0,1248447,0,0,31059,0,0,0,0,0,0,0
24545,9/30/2025 0:00:00,17547,0,0,417981,0,1,0,85092,0,0,0,0,0,0,0,0,0,0,0,0,3728876,3661199,1913858,2114355,890555,12308843,0,0,0,0,0,0,0,-1019646,0,33971,0,0,0,33971,0,0,0,0,0,34905600,0,0,0,0,0,0,0,0,03/01/2023,29223,37089527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24547,9/30/2025 0:00:00,14601,0,0,0,0,1,0,100263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,350000,0,0,0,1050000,0,0,0,0,0,0,0,0,0,0,0,0,0,7989748,0,0,0,0,0,0,0,0,01/01/2023,0,9861336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24549,9/30/2025 0:00:00,26218,0,0,301304,0,1,0,497426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,0,0,0,65000,0,0,0,0,0,33051335,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,37411660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24552,9/30/2025 0:00:00,14909,0,36135,10931976,0,1,0,11888791,0,0,0,0,0,0,0,0,0,0,0,0,65890396,33805637,33016929,133942752,5000000,271655714,2000000,25647908,35285623,34864784,0,97798315,0,-5818530,0,3656526,0,0,0,3656526,0,0,0,0,0,1217381600,0,0,0,0,0,0,0,0,01/01/2024,1888084,1350307542,0,0,0,0,0,0,0,0,0,0,0,8777391,0,0,-487705,0,0,0,0,0,0,0
24553,9/30/2025 0:00:00,21906,0,165062516,8012831,0,1,0,6373757,0,0,0,0,0,0,0,0,0,0,0,0,16785356,40121467,108712428,147133596,16249038,329001885,0,0,0,0,0,0,0,-33180104,0,2622974,0,0,0,2622974,0,0,0,0,178269,1254129408,0,0,0,0,0,0,0,0,01/01/2023,1224861,1376854418,0,0,0,0,0,0,0,0,0,0,0,4057677,0,0,0,0,0,0,0,0,0,0
24557,9/30/2025 0:00:00,20578,0,18453670,4628471,22552,1,0,7847183,0,0,0,0,0,0,0,0,0,0,0,0,22336085,18884019,22847,3290,0,41246241,44023257,24479600,512589,3782505,239551,73037502,0,-888041,0,872073,0,0,27927,900000,0,0,0,0,263117,1204509137,1,2346,2346,0,0,0,1,2346,01/01/2023,5460552,1478451771,0,0,0,0,0,0,0,0,0,0,0,1073046,0,0,44160,0,0,0,0,0,0,0
24560,9/30/2025 0:00:00,19820,0,2791456,10980499,5578452,1,0,7452752,0,0,0,0,0,0,0,0,0,0,0,0,8067494,33486733,86924798,97238782,0,225717807,0,0,0,0,0,0,0,-19792455,0,3014343,0,0,4033,3018376,0,0,0,0,83483,1491188939,10,202298,156790,0,0,0,2,72358,01/01/2023,2092675,1653463770,0,0,0,0,0,0,0,0,0,0,0,11784944,0,0,0,0,0,0,0,0,0,0
24563,9/30/2025 0:00:00,26241,0,3979614,52233975,18227245,1,0,78467289,4928246,0,0,474103460,0,479031706,0,0,0,0,0,0,623484769,1296138741,1629153118,1030570602,51568389,4630915619,0,0,0,0,0,0,0,-220387265,0,25433923,13812,0,-133329,25314406,0,0,0,0,3635494,8456523469,86,4581835,3268920,0,0,0,7,38023,03/01/2023,0,9896489120,0,0,0,0,0,0,0,0,0,0,0,49570549,0,54399713,-2826504,0,0,0,0,0,0,34381
24564,9/30/2025 0:00:00,20584,0,0,2265043,0,1,0,1228654,0,0,0,0,0,0,0,0,0,0,0,0,10595610,21551938,15300833,5150163,0,52598544,925000,499000,0,0,0,1424000,0,-823192,0,276227,51169,0,0,327396,0,0,0,0,0,121343254,0,0,0,0,0,0,0,0,10/01/2023,239216,135434766,0,0,0,0,0,0,0,0,0,0,0,39719,0,0,2460,0,0,0,0,0,0,51169
24566,9/30/2025 0:00:00,24274,0,0,764129,178786,1,0,611205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29318540,34128606,26299416,686282,0,90432844,0,0,0,663977,0,0,0,663977,0,0,0,0,0,288628434,0,0,0,0,0,0,0,0,04/01/2023,66477,326778799,0,0,0,0,0,0,0,0,0,0,0,798051,0,0,0,0,0,0,0,0,0,0
24567,9/30/2025 0:00:00,15949,0,12149748,5330562,953488,1,0,1559745,0,0,0,0,0,0,0,0,0,0,0,0,1305905,26566507,49319199,81021334,2376499,160589444,0,0,0,0,0,0,0,-9684294,0,1223394,0,0,0,1223394,0,0,0,0,0,378697273,0,0,0,0,0,0,0,0,01/01/2023,468194,438895884,0,0,0,0,0,0,0,0,0,0,0,2235869,0,0,58,0,0,0,0,0,0,0
24575,9/30/2025 0:00:00,24025,0,0,1019132,159295,1,0,30280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18698,0,0,0,18698,0,0,0,0,0,49309021,0,0,0,0,0,0,0,0,03/01/2023,0,54638348,0,0,0,0,0,0,0,0,0,0,0,40194,0,0,0,0,0,0,0,0,0,0
24578,9/30/2025 0:00:00,26261,0,0,829262,0,1,0,249998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25552,0,0,0,25552,0,0,0,0,0,15673463,0,0,0,0,0,0,0,0,03/01/2024,0,16469720,0,0,0,0,0,0,0,0,0,0,0,25014,0,0,0,0,0,0,0,0,0,0
24579,9/30/2025 0:00:00,18420,0,0,472391,0,1,0,401529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,1350000,0,0,0,1850000,0,0,0,83170,0,0,0,83170,0,0,0,0,0,41087442,0,0,0,0,0,0,0,0,01/01/2023,0,45639513,0,0,0,0,0,0,0,0,0,0,0,164716,0,0,0,0,0,0,0,0,0,0
24583,9/30/2025 0:00:00,26273,0,0,19099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180394,0,0,0,0,0,0,0,0,,0,1375897,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0
24589,9/30/2025 0:00:00,26285,0,0,338410,0,1,0,108232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31739,0,0,0,31739,0,0,0,0,0,14746829,5,70518,41304,3,12133,12133,0,0,12/01/2023,2560,20168468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24603,9/30/2025 0:00:00,26312,0,0,1559659,0,1,0,1593577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831728,0,0,0,1831728,0,0,0,0,0,87745907,0,0,0,0,0,0,0,0,Fiscal Year 2022,93107,96186317,0,0,0,0,0,0,0,0,0,0,0,216379,0,0,0,0,0,0,0,0,0,0
24605,9/30/2025 0:00:00,26314,0,0,56753,0,1,0,60512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38251,0,0,0,38251,0,0,0,0,0,9172310,0,0,0,0,0,0,0,0,01/01/2024,0,11053720,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0
24606,9/30/2025 0:00:00,22302,0,35853374,3929465,0,1,0,3614702,0,0,0,0,1076441,1076441,0,0,0,0,0,0,0,0,0,0,0,0,8215778,2991231,14811652,0,0,26018661,0,0,0,1398066,0,0,0,1398066,0,0,0,0,0,215393241,0,0,0,0,0,0,0,0,01/01/2023,0,260724483,0,0,0,0,0,0,0,0,0,0,0,2969820,0,12245,0,0,0,0,0,0,0,0
24612,9/30/2025 0:00:00,19226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435577,0,0,0,0,435577,0,0,0,0,0,0,0,0,0,0,0,0,0,3402985,0,0,0,0,0,0,0,0,,0,3833826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24613,9/30/2025 0:00:00,14772,0,11373073,1293412,0,1,0,805109,0,0,0,0,0,0,0,0,0,0,0,0,829533,4724927,6651572,11060457,340478,23606967,0,0,0,0,0,0,0,-3367578,0,326047,0,0,0,326047,0,0,0,0,0,122853351,0,0,0,0,0,0,0,0,01/01/2023,0,130920190,0,0,0,0,0,0,0,0,0,0,0,763580,0,0,0,0,0,0,0,0,0,0
24614,9/30/2025 0:00:00,26326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215092,0,0,0,0,0,0,0,0,,0,265590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24615,9/30/2025 0:00:00,24277,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5452613,0,0,0,0,0,0,0,0,,0,7267168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24623,9/30/2025 0:00:00,26339,0,500000,103890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4788950,0,0,0,0,0,0,0,0,,0,5409208,0,0,0,0,0,0,0,0,0,0,0,22800,0,0,0,0,0,0,0,0,0,0
24626,9/30/2025 0:00:00,16653,0,42648768,5226501,4526401,1,0,3629262,3374315,0,0,0,0,3374315,0,0,0,0,0,0,0,0,0,0,0,0,8500000,17000000,0,0,0,25500000,0,0,0,266870,0,0,0,266870,0,0,0,0,0,308468939,0,0,0,0,0,0,0,0,04/01/2023,0,363557274,0,0,0,0,0,0,0,0,0,0,0,2528130,0,331756,0,0,0,0,0,0,0,0
24627,9/30/2025 0:00:00,15237,0,0,27377,0,1,0,271776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50441,0,0,0,-50441,0,0,0,0,0,18617195,0,0,0,0,0,0,0,0,02/01/2023,60704,21633919,0,0,0,0,0,0,0,0,0,0,0,100569,0,0,0,0,0,0,0,0,0,0
24629,9/30/2025 0:00:00,24004,0,0,950275,0,1,0,1077175,0,0,0,0,0,0,0,0,0,0,0,0,5006655,0,0,0,0,5006655,1000000,2500000,997011,3500000,500000,8497011,0,3455,0,827674,0,0,17714,845388,0,0,0,0,1563,120800622,0,0,0,0,0,0,0,0,01/01/2023,137739,133467774,0,0,0,0,0,0,0,0,0,0,0,684100,0,0,0,0,0,0,0,0,0,0
24630,9/30/2025 0:00:00,18035,0,0,2753301,1478212,1,57750,1110549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27686571,31010467,31405664,79556198,3467761,173126660,0,0,0,210729,0,0,0,210729,0,0,0,0,0,381089053,0,0,0,0,0,0,0,0,01/01/2023,258826,430084932,0,0,0,0,0,0,0,0,0,0,0,1759805,0,0,0,0,0,0,0,0,0,0
24631,9/30/2025 0:00:00,26345,0,24172281,23703402,1235450,1,0,1356175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5974974,4611987,9787102,9317379,1804087,31495529,0,0,0,535725,0,0,0,535725,0,0,0,0,0,316161321,0,0,0,0,0,0,0,0,01/01/2023,0,350479129,0,0,0,0,0,0,0,0,0,0,0,391650,0,0,0,0,0,0,0,0,0,0
24637,9/30/2025 0:00:00,17721,0,26390125,2210052,0,1,0,380382,0,0,0,170863,0,170863,0,0,0,0,0,0,16857401,27071523,11850391,3684785,0,59464099,0,0,0,0,0,0,0,-619319,0,58826,0,0,0,58826,0,0,0,0,0,237501279,0,0,0,0,0,0,0,0,01/01/2023,128292,271653241,0,0,0,0,0,0,0,0,0,0,0,744423,0,0,0,0,0,0,0,0,0,0
24640,9/30/2025 0:00:00,26352,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279272,0,0,0,0,0,0,0,0,,0,337764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24642,9/30/2025 0:00:00,26353,0,0,1999647,0,1,0,229135,0,0,0,0,0,0,0,0,0,0,0,0,2586593,1999000,0,250000,0,4835593,1347000,0,0,0,0,1347000,0,-155407,0,93670,0,0,0,93670,0,0,0,0,0,49819465,42,436989,218495,0,0,0,0,0,Fiscal Year 2022,0,55298614,0,0,0,0,0,0,0,0,0,0,0,44408,0,0,-13812,0,0,0,0,0,0,0
24648,9/30/2025 0:00:00,26358,0,0,340219,18608,1,0,19589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9626,0,0,0,9626,0,0,0,0,0,2352989,0,0,0,0,0,0,0,0,12/01/2023,1854,2650945,0,0,0,0,0,0,0,0,0,0,0,17768,0,0,0,0,0,0,0,0,0,0
24649,9/30/2025 0:00:00,22367,0,0,1011912,0,1,0,252853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64074567,0,0,0,0,0,0,0,0,05/01/2023,0,72588705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24657,9/30/2025 0:00:00,26365,0,0,12217,0,1,0,35088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,745000,0,0,0,995000,0,0,0,35088,0,0,0,35088,0,0,0,0,0,22397812,0,0,0,0,0,0,0,0,09/01/2023,11945,27527958,0,0,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0
24661,9/30/2025 0:00:00,15666,0,0,895038,0,1,0,2381302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602898,0,0,10752,613650,0,0,0,0,10752,109512631,0,0,0,0,0,0,0,0,01/01/2023,2171412,124661763,0,0,0,0,0,0,0,0,0,0,0,902436,0,0,0,0,0,0,0,0,0,0
