"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
146,9/30/2025 0:00:00,74,Subm,1101049,0,1465843,0,0,0,0,0,0,0,0,6063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54524,0,0,0,0,0,0,0,0,0,0,0
147,9/30/2025 0:00:00,75,Subm,273527,0,336354,0,0,10771,0,0,0,0,0,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24778,0,0,0,0,0,0,0,0,0,0,0
150,9/30/2025 0:00:00,77,Subm,0,0,33412592,86020296,3882252,3882252,0,0,58652,0,0,30152555,39459616,684390,134290,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,43132,0,0,0,0,0,0,87250,1191,40849,301808,83196,291646,81,0,374923,51,54588,237093,0,0,0,0,0,0,0,0,94826,0,547289,0,0,547289,4,235899,59957,331736,20631,86590,498914,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316428,1316428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564124,1316428,0,1689191,1316428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,4310165,0,0,0,0,31,244863,0,13162514,0,0,0,0,0,0,0,0,0,0,0
151,9/30/2025 0:00:00,78,WISE,0,0,191208764,106772438,5889852,6325354,0,0,223381,36991,1095430,41834414,0,2552917,378850,0,9500,0,0,0,0,521482,19643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207119,1855,0,1027917,489188,963757,228302,0,1681247,168,128712,288202,0,16921,0,3582,6657,0,10239,2,0,4790776,412647,111381,386455,5701259,70,2768682,585999,1230897,734418,289304,2840618,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6491851,0,0,6009315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,4714483,1304,98992743,0,0,0,0,0,29517865,0,0,239433041,0,0,0,0,0,0,71,890832
153,9/30/2025 0:00:00,80,Subm,300000,0,347690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753,0,2753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11072,0,0,0,0,0,0,0,0,0,0,0
159,9/30/2025 0:00:00,83,WISE,0,0,120125516,613863555,19416600,20566600,0,0,417110,0,450646,82422870,192118548,3859314,1350150,1297739,356144,0,1367,12170,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,196725,17870,0,0,0,0,1681584,699004,332515,0,77784,1462396,812013,1081376,168278,1502,2063169,286,200308,2492113,0,1168376,343657,440942,120677,132555,1037831,68,0,3391589,2066347,605975,1643781,7707692,52,2167930,543758,517038,362819,342936,1766551,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528887,40707,305321,73002,133490,552520,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304957,658032,76930,499644,1280793,16,0,0,13511,0,0,13511,1,25141,46528,68165,0,146886,261579,6,8327159,136795,629823,16450885,1986296,46187,0,0,0,0,400000000,-2263617,0,0,0,0,0,0,0,0,0,0,3550,62736800,0,0,0,0,549,14519228,0,70158494,3854554,12734,151960053,68743093,132856748,339961,201939802,0,0,60,1078392
162,9/30/2025 0:00:00,85,Subm,22607851,677235,39434153,16300000,574546,574546,0,0,0,0,0,1523365,0,299791,16906,12323,1100,0,0,0,0,31105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41209,0,0,116104,93880,65356,16223,0,175459,27,0,37355,0,6364,649,1096,1343,0,3088,3,0,486953,326590,275242,0,1088785,4,155692,203279,175782,0,0,379061,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863325,12029,0,991052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928831,0,0,0,0,0,0,0,0,0,0,0
167,9/30/2025 0:00:00,87,Subm,42784435,0,108986003,49202650,9018217,10518217,0,0,90766,0,695,23041595,30826867,119785,30628,9614,4831,0,206,25240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,0,0,0,2712,0,0,1496,0,1030,66001,36123,54329,23215,0,113667,45,0,167200,0,51389,11185,5690,2400,0,19275,4,25286,619563,674017,664515,152846,2110941,24,152612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862277,0,0,1754733,0,25680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19688,16710844,0,0,12155988,9094036,19000378,10276,28104690,0,0,0,0
168,9/30/2025 0:00:00,88,Subm,8838000,0,9500536,744605,0,49318,0,0,0,0,0,340129,0,2928,4070,0,7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3783,0,0,3783,1,44367,0,0,50734,19073,11360,0,0,30433,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63440,0,0,0,177239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,9547822,0,0,0,0,0,0,0,1245738,0,0,0,0,0,0,0,0,0,0,0
169,9/30/2025 0:00:00,89,Subm,201297,0,1155816,0,0,830,0,0,0,0,0,0,0,16216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,13805,7522,9715,32068,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4347,61527,0,0,0,0,0,0,0,0,0,0,0
176,9/30/2025 0:00:00,92,WISE,0,0,239117268,364907851,1173000,2080843,0,0,90898,0,59375,52223051,0,1015675,247003,44492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107976,0,0,186072,59141,119934,0,0,179075,60,360223,414370,0,422268,49671,70898,6200,6575,133344,7,2498438,2376540,141970,363172,1195554,4077236,8,11139,142338,0,0,0,142338,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510259,3982273,0,5619097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42270157,0,0,167508523,0,22513761,7242,22521003,0,0,0,0
187,9/30/2025 0:00:00,100,Subm,9188000,0,14957866,992000,0,196213,46791,0,32678,0,0,126794,343781,182368,16602,194705,48153,8152,14854,38958,4679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23425,12177,12962,4336,0,29475,8,0,0,0,22370,3833,14171,0,0,18004,2,0,91737,39093,0,0,130830,2,0,55281,0,0,0,55281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253874,0,253874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163028,0,0,110994,253874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958582,-3291,0,0,0,0,0,0,0,0,0,0
195,9/30/2025 0:00:00,104,Subm,596000,0,7812381,0,0,6091,0,0,27000,11492,0,110351,0,15425,724,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099,352,0,0,0,352,1,0,7946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,113207,0,0,0,0,0,0,0,589724,0,0,0,0,0,0,0,0,0,0,0
196,9/30/2025 0:00:00,105,Subm,0,0,183700863,180683425,2559900,4676732,0,0,1610466,0,0,79019071,91008772,5305698,1377025,481620,37130,0,0,35189,99143,74635,208,0,0,0,0,0,0,0,0,0,0,0,0,151929,4892,0,0,0,0,0,0,1094864,0,0,769260,654042,841476,0,0,1495518,195,948181,3513499,0,483945,281866,182101,38796,0,502763,28,0,731956,2021369,761469,1216464,4731258,22,1900113,870508,605222,754693,1829934,4060357,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77922,0,0,0,0,0,0,546926,0,0,0,0,0,0,0,0,0,0,0,0,0,21712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8094916,659246,0,13664165,0,0,0,0,0,0,39100000,-359421,0,0,0,0,8223004,-20715,0,0,0,0,37090,825458818,4414,99983318,0,0,8345,90100855,0,82325747,941989,0,513233142,4840320,30113805,0,34954125,0,0,9,730082
198,9/30/2025 0:00:00,107,Subm,13344000,0,16108215,9512630,0,33333,0,0,0,0,0,2378326,0,7535,4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208316,267604,0,0,0,267604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267604,0,0,13957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,13227834,0,0,0,0,0,839553,0,0,0,0,0,0,0,0,0,0,0
199,9/30/2025 0:00:00,108,Subm,0,0,30500864,43271199,102900,517038,0,0,41733,0,0,1804936,0,113516,21633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64045,5698,0,0,0,5698,2,0,33097,0,25615,20909,0,0,0,20909,1,189168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646,38872929,0,0,0,0,0,0,0,4939187,0,0,0,0,0,0,0,0,0,1,1925
200,9/30/2025 0:00:00,109,Subm,5909015,0,6400056,0,0,64797,0,0,0,0,0,29731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293840,0,0,0,0,0,0,0,0,0,0,0
205,9/30/2025 0:00:00,112,Subm,5211228,0,29892211,54781338,110900,1817162,0,0,0,0,101700,4569090,0,138362,11574,0,0,83619,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28629,0,0,44730,95351,71065,0,0,166416,29,8315,342843,0,610,0,0,0,0,0,0,283281,342789,155764,195789,223,694565,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817927,0,0,797007,110449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4567,80422751,0,0,0,0,0,0,0,7311484,0,0,0,0,0,0,0,0,0,0,0
216,9/30/2025 0:00:00,116,Subm,27984020,0,31278159,20452497,0,0,0,0,0,0,0,1108850,0,28070,23943,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563,0,0,12718,76,22743,0,0,22819,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138340,0,0,0,82999,82999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639,0,0,130923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987980,0,0,0,0,0,0,0,0,0,2,11398
220,9/30/2025 0:00:00,117,Subm,4720000,0,15429812,4999673,0,214221,0,0,0,0,0,108138,0,27591,3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934620,0,0,0,0,0,0,0,0,0,0,0
224,9/30/2025 0:00:00,119,Subm,5229000,0,29614258,1491643,0,1631750,0,0,197487,0,0,12528340,0,457342,136814,15467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40044,10414,4439,129907,79373,141427,2853,0,223653,112,12347,96495,0,7889,0,22339,0,0,22339,2,0,21569,0,0,0,21569,1,95564,32808,29697,75812,0,138317,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297489,13188,0,523099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861,47002458,0,0,0,0,366,3211069,0,7278206,0,0,0,0,0,0,0,0,0,0,0
227,9/30/2025 0:00:00,121,Subm,0,0,867611942,3478784573,47402500,53329885,39832999,3216902,6535183,0,109772803,1664572902,912448085,83960641,11687362,24209226,2187350,927324,340269,1517160,398798,0,0,0,0,0,0,15184846,9164,0,0,0,90000,0,0,0,250,0,0,0,0,27567427,3083327,14794411,0,982146,10878468,8094724,7218829,54945,1580,15370078,2249,1644649,9733791,0,5426834,3871840,2030111,0,0,5901951,219,45493677,30862947,27568728,31059380,22626595,112117650,325,13367109,10170173,8762985,8403555,8778204,36114917,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194650,48960089,35855138,0,85009877,3,0,0,0,0,0,0,0,185967,0,6573256,0,6869501,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80645576,286483,9707424,274766641,181701147,296245,692500000,6096442,0,0,4939383257,-63951999,0,0,0,0,603824714,2616069,0,0,0,0,28556,363369443,13584,8838512818,0,0,30655,356826542,0,675933054,20694848,93136,7694407933,48845950,3329697374,28939498,3407482822,0,0,498,82758050
233,9/30/2025 0:00:00,124,Subm,496000,2380000,16445969,8469919,802474,802474,0,0,17105,0,0,9269387,0,121086,42191,0,0,0,0,0,0,0,3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71466,600,0,106167,19712,41074,0,0,60786,14,0,28550,0,0,0,0,0,0,0,0,299857,12220,242362,0,71814,326396,3,480981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132548,377668,0,116717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,20403093,0,0,0,0,0,0,0,4606801,0,0,0,0,0,0,0,0,0,5,59381
234,9/30/2025 0:00:00,125,Subm,3984000,0,30999228,15987000,0,469978,0,0,0,0,0,3579087,0,19258,3432,0,0,0,7050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45212,0,0,45212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532226,0,0,0,0,0,0,0,0,0,0,0
240,9/30/2025 0:00:00,128,Subm,11574000,0,35833307,13400160,231181,879222,0,0,0,0,653313,2919541,0,22735,17723,0,0,0,0,2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7339,0,0,17199,1583,22066,3278,0,26927,11,0,89859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66735,69460,0,0,136195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165516,0,0,176967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,19158665,0,0,0,0,0,0,0,3443840,0,0,0,0,0,0,0,0,0,0,0
242,9/30/2025 0:00:00,129,Subm,4250000,0,16184676,17411975,48200,161499,0,0,207024,0,0,6660720,0,148970,63052,267747,59240,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,52430,32241,42947,0,0,75188,33,0,223593,0,196148,174390,175810,39884,0,390084,30,191022,94441,317758,0,0,412199,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525199,0,0,922284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3925480,0,0,0,0,0,0,0,0,0,7,67366
256,9/30/2025 0:00:00,136,Subm,1245000,0,17975677,90436545,1511000,1511000,0,0,0,0,1657,8981448,5186390,131863,22638,12378,2423,0,0,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61286,18309,33501,71258,0,123068,23,57468,422572,0,176831,0,2221,0,0,2221,2,0,0,0,0,40232,40232,1,16208,0,0,65598,0,65598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733721,0,733721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498349,18389,0,376004,733721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,20954034,0,0,0,0,0,0,0,6215056,0,0,0,0,0,0,0,0,0,0,0
