"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
1167,9/30/2025 0:00:00,586,Subm,0,0,4588381,24002470,0,460793,0,0,0,0,0,280082,0,10468,2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156542,262200,0,0,418742,2,11099,20209,0,0,0,20209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176751,20209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591025,3185,0,0,0,0,0,0,0,0,0,0
1172,9/30/2025 0:00:00,589,Subm,35279993,0,42249586,21380000,0,498315,0,0,0,0,0,414998,0,33341,4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29607,0,504,8437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181725,0,28225,0,0,28225,1,0,55529,0,0,0,55529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85640,4294,0,36972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745027,0,0,0,0,0,0,0,0,0,0,0
1199,9/30/2025 0:00:00,599,Subm,13640000,0,60994805,74645909,6623921,7523921,0,222122,0,0,0,10903721,0,149372,14149,51132,23686,0,0,36075,67506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41132,384,0,45563,18475,53848,20782,0,93105,18,116700,235223,0,0,29832,0,0,0,29832,1,0,672671,379875,133430,0,1185976,8,162162,369299,82844,41990,0,494133,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483716,0,0,993671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6013,144979254,0,0,0,0,0,0,0,14565404,39037,35895,49068809,0,41299388,0,41299388,0,0,0,0
1204,9/30/2025 0:00:00,603,Subm,21174000,0,30309533,13077583,0,389252,0,0,0,0,0,1114552,0,72238,17621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,0,2960,18608,33335,0,0,51943,14,8256,27695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55794,88312,0,79274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,8354337,0,0,0,0,0,0,0,3283495,0,0,0,0,0,0,0,0,0,0,0
1207,9/30/2025 0:00:00,604,Subm,0,0,78740237,259163167,6804300,7331817,0,0,0,0,0,41617631,8232794,1098242,73953,1436415,698535,0,0,149082,33519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207519,0,2829,188922,186568,272407,0,0,458975,84,23882,532098,0,583413,159644,419599,87801,0,667044,30,1610009,1000615,233525,0,0,1234140,5,365194,202034,1136175,0,0,1338209,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315189,187284,0,3254670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3488,65979903,0,0,0,0,10612,137950869,0,33344260,0,0,0,0,109511012,163039088,272550100,0,0,0,0
1236,9/30/2025 0:00:00,615,WISE,3984000,0,5127065,0,0,76802,0,0,0,0,0,48045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428085,0,0,0,0,0,0,0,0,0,0,0
1239,9/30/2025 0:00:00,616,Subm,248000,0,4235733,29188391,948,120076,0,0,0,0,0,1852416,0,134157,43425,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38139,5875,34003,21954,16166,77998,23,0,26923,0,29059,4741,0,0,0,4741,1,0,0,0,0,0,0,0,117288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37539,42425,0,127727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632228,0,0,0,0,0,0,0,0,0,0,0
1245,9/30/2025 0:00:00,619,Subm,5369000,0,8002782,0,2420890,2545928,0,571970,55600,0,0,858689,0,86814,17550,28203,13067,13555,64,5321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23575,3564,0,0,0,51273,12280,8323,0,0,20603,14,0,126134,0,28351,0,25507,0,0,25507,4,1100854,1212775,1215976,94446,0,2523197,22,77756,17782,74737,0,0,92519,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368971,9110,9110,1786904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38420,0,0,0,0,0,0,0,2595302,0,0,0,0,0,0,0,0,0,0,0
1248,9/30/2025 0:00:00,620,Subm,0,0,766784,0,6592000,6596123,0,0,0,0,20770,42645,0,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3109,0,0,3109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320606,0,0,0,0,0,0,0,0,0,0,0
1251,9/30/2025 0:00:00,622,Subm,24336000,0,27011216,3500000,0,0,0,0,0,0,0,248899,0,15788,6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,0,0,10098,1069,0,0,0,1069,1,0,7534,0,0,0,0,0,0,0,0,0,0,0,0,135575,135575,1,0,22310,0,0,0,22310,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32236,0,0,0,166642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457111,0,0,0,0,0,0,0,0,0,0,0
1257,9/30/2025 0:00:00,623,Subm,7000000,0,19948143,5022796,0,54576,0,0,0,0,0,300014,0,24135,15215,22185,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28364,10282,9843,3990,9902,34017,12,17606,96648,0,7756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124536,0,0,189342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226081,0,0,0,0,0,0,0,0,0,0,0
1261,9/30/2025 0:00:00,625,Subm,0,0,474124439,350747511,15655900,20762890,0,0,1861364,0,0,146900141,31479971,2825277,544500,118657,44437,0,1240,0,1214,0,0,0,0,0,0,0,0,0,0,0,26503,0,0,0,0,0,0,311941,16297,0,0,1541987,0,0,1731817,515987,1048807,331647,0,1896441,522,1863770,10275773,0,438907,78229,51497,8485,0,138211,9,930370,4896938,1961775,622547,0,7481260,40,1925092,168786,254048,206771,152389,781994,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99331,34249,88798,32752,0,155799,22,19375719,0,2148883,35456586,711951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91046,1696742285,1842,816172121,0,0,453,14887756,0,130620110,0,0,563179793,23907435,190105916,3894508,217907859,0,0,16,260814
1263,9/30/2025 0:00:00,627,Subm,13356000,0,16965317,0,0,25567,0,0,0,0,0,163886,0,5707,4225,0,0,0,0,0,6647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591478,0,0,0,0,0,0,0,0,0,0,0
1273,9/30/2025 0:00:00,632,Subm,0,0,18346056,3984707618,4124412,4124412,0,0,0,0,0,39360424,0,2149805,421494,22763,23590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758284,770174,399028,0,0,1169202,87,125596,402844,0,428748,18595,30017,0,0,48612,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317209,0,0,633835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28906541,0,0,253701330,0,0,0,0,0,0,0,0
1282,9/30/2025 0:00:00,635,Subm,499000,0,2435636,3470298,0,40989,0,0,0,0,0,41048,0,57618,15685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13298,16130,0,0,0,16130,4,0,20185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36315,0,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,397,0,0,0,0,0,0,0,424703,0,0,0,0,0,0,0,0,0,0,0
1309,9/30/2025 0:00:00,647,Subm,0,0,17911425,63475007,103100,515592,0,0,0,0,0,5048176,0,19854,32316,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33197,7294,248,2260,0,9802,7,29560,0,0,0,0,13066,0,0,13066,1,0,144754,135165,0,0,279919,2,826627,344994,16170,77449,0,438613,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526602,0,0,277784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2014364,0,0,0,0,0,0,0,3399214,0,0,0,0,0,0,0,0,0,0,0
1339,9/30/2025 0:00:00,664,Subm,250000,0,1923858,10300729,0,31946,0,0,0,0,0,341315,0,14460,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667,0,0,5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002022,0,0,0,0,0,0,0,0,0,0,0
1343,9/30/2025 0:00:00,665,Subm,0,0,194578,992000,500104,500104,0,0,0,0,0,2341,0,11349,4286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15978,30309,17550,0,0,47859,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22362,0,0,0,0,179,1981965,0,159251,0,0,0,0,0,0,0,0,0,0,0
1344,9/30/2025 0:00:00,666,Subm,2739000,0,5859049,0,500000,599996,0,0,0,0,0,55399,0,0,300,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,0,28789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579715,0,0,0,0,0,0,0,0,0,0,0
1351,9/30/2025 0:00:00,670,Subm,7454000,0,10879846,9129280,15907,49177,0,0,0,0,0,3220986,0,6811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7471,0,0,10738,0,0,5389,0,5389,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348345,348345,1,457073,0,0,58757,0,58757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7471,0,0,445243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345042,0,0,0,0,0,0,0,0,0,0,0
1352,9/30/2025 0:00:00,671,Subm,38924,0,6684390,72867637,196500,1121991,0,0,0,0,11435,12597100,0,33584,3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10004,0,0,5147,0,52059,0,0,52059,7,29528,126811,0,43273,44271,0,0,0,44271,2,96811,153766,470470,388113,0,1012349,12,60731,0,65837,0,1711,67548,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61568,61568,1,0,185505,0,0,0,185505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549885,185505,0,990027,247073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4101,74273589,0,0,0,0,0,0,0,6233896,0,0,0,0,0,0,0,0,0,0,0
1364,9/30/2025 0:00:00,676,Subm,69183005,0,89852526,18936000,241700,441700,0,0,0,0,0,8043239,0,35223,5989,12574,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8895,704,5473,3014,620,9811,11,38334,64700,0,0,0,6443,0,8298,14741,2,0,0,0,0,0,0,0,0,50989,0,0,18385,69374,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154727,0,0,476983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4369630,0,0,0,0,0,0,0,0,0,0,0
1367,9/30/2025 0:00:00,677,Subm,0,0,209727244,569595532,56147100,56803350,0,346802,1142604,170808,16757861,138616882,159949013,7200701,1031738,551445,16748,81729,49158,0,2000,0,0,0,0,0,0,0,0,0,886,0,0,0,0,220142,0,0,0,0,0,0,0,1233332,0,0,2184173,1379589,2749818,932282,66142,5127831,1017,854317,6192062,0,449685,302648,142941,96307,0,541896,25,0,1021079,1590136,3105301,58050,5774566,20,0,189043,345909,336289,55164,926405,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056276,1056276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144638,598237,0,742875,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11172070,0,0,20327143,3628912,0,0,0,0,0,0,0,0,0,0,0,59966527,770442,0,0,0,0,0,0,0,0,0,0,0,0,0,119797037,9181725,40374,529071361,14975798,20298645,14461,35288904,0,0,11,159669
1397,9/30/2025 0:00:00,689,Subm,2734000,0,12269308,748000,0,166397,0,0,0,0,0,49254,0,22705,14206,12793,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19169,9848,25815,3146,0,38809,20,9249,30225,0,18015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49322,0,0,43355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761593,0,0,0,0,0,0,0,0,0,0,0
1399,9/30/2025 0:00:00,690,Subm,28768000,0,45777313,1069506,0,61126,108001,0,0,0,0,266117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12299,0,0,0,2085,0,2475,0,4560,2,8366,63836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27519,0,27519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86586,85095,0,186724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,1213629,0,0,0,0,0,0,0,1378907,0,0,0,0,0,0,0,0,0,0,0
1401,9/30/2025 0:00:00,691,Subm,22540000,0,24625546,0,0,68573,0,0,32238,0,0,431948,0,27479,12871,75028,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48661,15938,8576,0,0,24514,15,0,181325,0,90077,73584,0,0,0,73584,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270847,0,0,40815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361722,0,0,0,0,0,0,0,0,0,0,0
1404,9/30/2025 0:00:00,692,Subm,460614,0,25119515,63925782,1341692,1751692,0,388473,0,0,0,6438110,0,199025,66561,29225,4471,0,0,9527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31423,0,0,23965,11554,4969,0,0,16523,2,0,0,0,135188,19332,0,0,0,19332,2,0,91133,0,0,0,91133,1,1118278,0,0,100354,759310,859664,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153442,19332,0,1018817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,7276448,0,0,0,0,151,2022876,0,8580768,0,0,0,0,0,0,0,0,0,0,0
