"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
20002,9/30/2025 0:00:00,10609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3316815,3688498,0,0,0,0,41253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
20004,9/30/2025 0:00:00,10611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20007,9/30/2025 0:00:00,10613,0,0,0,0,0,0,1830878,0,0,0,0,0,0,0,14300613,0,0,0,0,0,0,0,0,0,2225772,0,0,0,0,0,0,0,286232,20537223,0,0,0,0,4119500,76,52,19,5,0,0,25,4,10,36,42,52,87,10,0,6,9,34,128,321,137,5,0,0,0,0,0,219
20013,9/30/2025 0:00:00,10618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130460,0,0,0,205712,0,0,0,0,17450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,109
20015,9/30/2025 0:00:00,10620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272542,0,0,0,0,593157,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,28,15,0,0,0,0,0,0,37
20041,9/30/2025 0:00:00,10640,0,0,0,0,0,0,7178786,0,0,0,0,0,0,0,23612296,0,0,0,0,0,0,0,0,0,933974,0,0,0,0,904238,0,0,426559,32163149,0,0,0,0,41270,137,24,2,29,0,0,42,0,42,2,99,3,102,7,21,13,1,59,161,292,419,5,0,0,0,0,0,157
20042,9/30/2025 0:00:00,10641,0,0,0,0,0,0,226498087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14079836,0,0,0,0,150416371,0,0,0,402931811,0,0,0,0,26017353,518,96,53,164,75,0,163,0,12,1,214,21,229,87,0,36,0,377,614,1868,5120,0,0,0,20,0,20,51
20053,9/30/2025 0:00:00,10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5750028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9358311,0,0,0,0,3608283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,78,4,0,0,0,0,0,137
20060,9/30/2025 0:00:00,10656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061,9/30/2025 0:00:00,10657,0,0,0,0,0,0,66573161,0,0,0,0,0,0,0,101382376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406788,0,0,6407223,176212423,0,0,0,0,1442875,23,0,0,0,0,0,7,0,6,0,22,0,22,1,0,9,0,1,23,461,1840,262,0,0,0,0,0,43
20063,9/30/2025 0:00:00,10659,0,0,0,0,0,0,2226453,0,0,0,0,0,0,0,152550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,2853361,0,0,0,0,473200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,72,0,0,0,0,0,0,130
20114,9/30/2025 0:00:00,10689,0,0,0,0,0,0,486095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,126
20147,9/30/2025 0:00:00,10715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,21
20186,9/30/2025 0:00:00,10744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,23
20194,9/30/2025 0:00:00,10748,0,0,0,0,0,0,23605012,0,0,0,0,0,0,0,34315342,0,0,0,0,0,0,0,0,0,6673285,0,0,0,0,11017569,0,0,2607594,102576553,0,0,0,0,31031036,247,6,0,11,0,0,70,1,9,0,105,6,110,128,0,24,3,142,253,808,911,222,2,3,0,0,5,3761
20207,9/30/2025 0:00:00,10755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015219,0,0,0,0,1037091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,95,0,0,0,0,0,0,3
20222,9/30/2025 0:00:00,10764,0,0,0,0,0,0,374118,0,0,0,0,0,0,0,1237667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284443,1902570,0,0,0,0,6342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,66
20228,9/30/2025 0:00:00,10769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
20258,9/30/2025 0:00:00,10787,0,0,0,0,0,0,36291336,0,0,0,0,0,0,0,145878647,0,0,0,0,0,0,0,0,0,3401979,0,0,0,0,8536533,0,0,13182699,203981859,0,0,0,0,92644,228,0,5,41,0,0,24,0,7,0,74,0,74,108,0,43,0,154,228,2146,1526,151,0,0,0,0,0,1659
20267,9/30/2025 0:00:00,10793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,149
20279,9/30/2025 0:00:00,10799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
20290,9/30/2025 0:00:00,10806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5011,0,0,10763,1160626,0,0,0,0,14914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,182
20292,9/30/2025 0:00:00,10808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20302,9/30/2025 0:00:00,10813,0,0,0,0,0,0,61934,0,0,0,0,0,0,0,3086712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289276,0,0,445087,3883009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,118,0,0,0,0,0,0,35
20303,9/30/2025 0:00:00,10814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11
20324,9/30/2025 0:00:00,10829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,247
20336,9/30/2025 0:00:00,10838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20341,9/30/2025 0:00:00,10840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,0,0,0,0,0,2
20354,9/30/2025 0:00:00,10848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
20382,9/30/2025 0:00:00,10867,0,0,0,0,0,0,3587775,0,0,0,0,0,0,0,5374943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299076,0,0,0,16239283,0,0,0,0,5977489,0,44,0,0,40,0,0,0,0,0,0,1,1,0,3,0,1,43,44,39,66,0,0,0,0,0,0,67
20392,9/30/2025 0:00:00,10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20394,9/30/2025 0:00:00,10876,0,0,0,0,0,0,9794692,0,0,0,0,0,0,0,14673924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360761,0,0,1018159,25847536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,444,0,0,0,0,0,0,68
20410,9/30/2025 0:00:00,10884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
20417,9/30/2025 0:00:00,10889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390
20419,9/30/2025 0:00:00,10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20438,9/30/2025 0:00:00,10906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124290,0,0,0,167490,0,0,0,0,43200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,0,0,0,0,0,0,122
20448,9/30/2025 0:00:00,10913,0,0,0,0,0,0,58889111,0,0,0,0,0,0,0,46204456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446835,0,0,0,112742587,0,0,0,0,4202185,29,3,20,0,0,0,1,0,2,0,8,0,8,1,3,5,0,24,32,946,1418,0,0,0,0,0,0,34
20463,9/30/2025 0:00:00,10923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20469,9/30/2025 0:00:00,10927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23250,0,0,0,0,23250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
20496,9/30/2025 0:00:00,10945,0,0,0,0,0,0,22831655,0,0,0,0,0,0,0,15096268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661891,0,0,0,38650481,0,0,0,0,60667,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,1118,385,0,0,0,0,0,0,258
20509,9/30/2025 0:00:00,10955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
20513,9/30/2025 0:00:00,10958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
20516,9/30/2025 0:00:00,10960,0,0,0,0,0,0,7179281,0,0,0,0,0,0,0,4132496,0,0,0,0,0,0,0,0,0,878349,0,0,0,0,677003,0,0,0,11988780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,325,0,0,0,0,0,0,31
20529,9/30/2025 0:00:00,10969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
20543,9/30/2025 0:00:00,10978,0,0,0,0,0,0,1578555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,36,0,0,0,0,0,0,7
20547,9/30/2025 0:00:00,10981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20550,9/30/2025 0:00:00,10983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20558,9/30/2025 0:00:00,10989,0,0,0,0,0,0,12983769,0,0,0,0,0,0,0,55385578,0,0,0,0,0,0,0,0,0,552077,0,0,0,0,0,0,0,1500,70407685,0,0,0,0,2036838,70,83,0,4,19,0,14,0,0,15,65,64,129,1,0,51,49,24,153,541,686,0,0,0,0,0,0,162
20570,9/30/2025 0:00:00,10999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
20581,9/30/2025 0:00:00,11007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
20585,9/30/2025 0:00:00,11010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20595,9/30/2025 0:00:00,11017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23452,0,0,0,23452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
20600,9/30/2025 0:00:00,11021,0,0,0,0,0,0,27051128,0,0,0,0,0,0,0,3175317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121158,0,0,5755391,36159840,0,0,0,0,56846,8,0,0,0,0,0,1,0,0,0,5,0,5,3,0,4,0,3,8,1091,416,1,0,0,0,0,0,16
20610,9/30/2025 0:00:00,11030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,48
20613,9/30/2025 0:00:00,11033,0,0,0,0,0,0,615908,0,0,0,0,0,0,0,4463642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338,0,0,168846,5324161,0,0,0,0,72427,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,189,273,0,0,0,0,0,0,765
20622,9/30/2025 0:00:00,11041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5528,0,0,0,0,5528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
20623,9/30/2025 0:00:00,11042,0,0,0,0,0,0,65202736,0,0,0,0,0,0,0,23039798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000,97737333,0,0,0,0,9319799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,1404,0,0,0,0,0,0,120
20629,9/30/2025 0:00:00,11046,0,0,0,0,0,0,266355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19014,0,0,0,285369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,0,0,0,0,0,0,7
20641,9/30/2025 0:00:00,11056,0,0,0,0,0,0,6269237,0,0,0,0,0,0,0,700193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6969430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,459
20656,9/30/2025 0:00:00,11066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20661,9/30/2025 0:00:00,11070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,10,0,0,0,0,0,0,33
20662,9/30/2025 0:00:00,11071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68078,0,0,0,1497728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
20684,9/30/2025 0:00:00,11084,0,0,0,0,0,0,605387,0,0,0,0,0,0,0,1848672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347493,4949782,0,0,0,0,1148230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,94,0,0,0,0,0,0,105
20691,9/30/2025 0:00:00,11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,26
20720,9/30/2025 0:00:00,11107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
20727,9/30/2025 0:00:00,11112,0,0,0,0,0,0,1528356,0,0,0,0,0,0,0,3133661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657991,0,0,0,6597377,0,0,0,0,1277369,22,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,22,22,67,134,0,0,0,0,0,0,1280
20749,9/30/2025 0:00:00,11123,0,0,0,0,0,0,867529,0,0,0,0,0,0,0,1906051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209317,5013856,0,0,0,0,30959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,68,0,0,0,0,0,109
20773,9/30/2025 0:00:00,11138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20793,9/30/2025 0:00:00,11152,0,0,0,0,0,0,340367,0,0,0,0,0,0,0,2210996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725922,0,0,0,5157785,0,0,0,0,880500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,3
20805,9/30/2025 0:00:00,11163,0,0,0,0,0,0,4705147,0,0,0,0,0,0,0,1783355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68803,7131415,0,0,0,0,574110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,93,0,0,0,0,0,0,253
20823,9/30/2025 0:00:00,11174,0,0,0,0,0,0,113258,0,0,0,0,0,0,0,2077585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168908,0,0,0,2359751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,116
20824,9/30/2025 0:00:00,11175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101596,0,0,1379339,3133974,0,0,0,0,371832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
20839,9/30/2025 0:00:00,11183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20842,9/30/2025 0:00:00,11185,0,0,0,0,0,0,415355,0,0,0,0,0,0,0,2185527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405929,0,0,45549,4186023,0,0,0,0,1133663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,25
20857,9/30/2025 0:00:00,11195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,32
20861,9/30/2025 0:00:00,11198,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,11311051,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,11371051,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,2,338,101,0,0,0,0,0,0,64
20874,9/30/2025 0:00:00,11206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12825,0,0,0,12825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20885,9/30/2025 0:00:00,11215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,3,41,0,0,0,0,0,0,0,10
20890,9/30/2025 0:00:00,11219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20891,9/30/2025 0:00:00,11220,0,0,0,0,0,0,790799,0,0,0,0,0,0,0,333863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12,0,0,0,0,0,0,58
20921,9/30/2025 0:00:00,11244,0,0,0,0,0,0,2793614,0,0,0,0,0,0,0,1842401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723780,5359795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,45,0,0,0,0,0,0,34
20943,9/30/2025 0:00:00,11261,0,0,0,0,0,0,1339417,0,0,0,0,0,0,0,9362395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141899,0,0,138728,13579061,0,0,0,0,2596622,3,52,0,0,0,0,2,15,0,25,2,49,53,1,2,0,7,5,55,288,346,0,0,0,2,1,3,372
20951,9/30/2025 0:00:00,11268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20957,9/30/2025 0:00:00,11273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
20974,9/30/2025 0:00:00,11285,0,0,0,0,0,0,7526997,0,0,0,0,0,0,0,2587437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,10431662,0,0,0,0,17228,1,1,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,2,75,149,0,0,0,0,0,0,517
