"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
5561,9/30/2025 0:00:00,2416,0,0,0,0,0,0,48649398,0,0,0,0,0,0,0,449208538,0,0,0,0,0,0,0,0,0,2348030,0,0,0,0,10605177,0,0,6449337,599275363,0,0,0,0,84362913,345,11,2,11,0,0,75,2,119,6,310,8,318,22,3,111,0,38,356,9241,2256,7,0,0,0,0,0,8075
5569,9/30/2025 0:00:00,2420,0,0,0,0,0,0,718085,0,0,0,0,0,0,0,351998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841095,0,0,0,3839736,0,0,0,0,928558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,12,0,0,0,0,0,0,173
5571,9/30/2025 0:00:00,2422,0,0,0,0,0,0,13820974,0,0,0,0,0,0,0,31266054,0,0,0,0,0,0,0,0,0,2211293,0,0,0,0,4131751,0,0,0,54784054,0,0,0,0,5565275,69,17,0,0,0,0,14,0,39,2,62,3,65,7,14,9,1,19,86,485,329,0,0,0,0,0,0,201
5579,9/30/2025 0:00:00,2424,0,0,0,0,0,0,12068925,0,0,0,0,0,0,0,6292049,0,0,0,0,0,0,0,0,0,1752322,0,0,0,0,292863,0,0,131092,18990306,0,0,0,0,205377,313,0,6,6,0,0,13,0,13,0,36,0,36,265,0,9,0,277,313,561,275,0,1,0,0,0,1,1459
5582,9/30/2025 0:00:00,2426,0,0,0,0,0,0,261770234,0,0,0,0,0,0,0,400386747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76266394,0,0,0,738423375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8050,2327,0,0,0,0,0,0,75
5588,9/30/2025 0:00:00,2427,0,0,0,0,0,0,65343910,0,0,0,0,0,0,0,531269902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59082600,0,0,6357510,662053922,0,0,0,0,0,8,5,0,0,0,0,0,0,4,4,8,5,13,0,0,4,1,0,13,11692,1269,0,0,0,0,0,0,1684
5589,9/30/2025 0:00:00,2428,0,0,0,0,0,0,105973,0,0,0,0,0,0,0,497159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638464,0,0,0,0,35332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,18
5602,9/30/2025 0:00:00,2434,0,0,0,0,0,0,17748926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5358954,0,0,0,0,0,0,0,77324,22884250,0,0,0,0,5058000,204,0,0,0,0,0,44,0,21,0,191,0,191,13,0,119,0,13,204,523,567,0,0,0,0,0,0,507
5604,9/30/2025 0:00:00,2435,0,0,0,0,0,0,21361686,0,0,0,0,0,0,0,5621253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32937,0,0,0,27054383,0,0,0,0,38507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,449,0,0,0,0,0,0,204
5612,9/30/2025 0:00:00,2439,0,0,0,0,0,0,42329215,0,0,0,0,0,0,0,83919323,0,0,0,0,0,0,0,0,0,2211106,0,0,0,0,1632126,0,0,0,150114599,0,0,0,0,22233935,65,43,3,2,0,0,30,0,15,0,52,1,53,8,42,7,0,55,108,1295,1750,0,0,0,0,0,0,2055
5621,9/30/2025 0:00:00,2444,0,0,0,0,0,0,197966420,0,0,0,0,0,0,0,316604730,0,0,0,0,0,0,0,0,0,12349123,0,0,0,0,6232709,0,0,4536003,590954448,0,0,0,0,65614586,646,135,0,4,0,0,98,3,271,7,542,14,556,100,121,164,4,225,781,3741,11739,0,0,0,0,0,0,5892
5636,9/30/2025 0:00:00,2455,0,0,0,0,0,0,5510392,0,0,0,0,0,0,0,51630500,0,0,0,0,0,0,0,0,0,102099,0,0,0,0,327672,0,0,607163,65616927,0,0,0,0,7541200,171,0,0,1,0,0,95,0,0,0,95,0,96,75,0,0,0,75,171,1516,66,26,0,0,0,0,0,263
5641,9/30/2025 0:00:00,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487457,0,0,0,487457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,9
5648,9/30/2025 0:00:00,2461,0,0,0,0,0,0,775077,0,0,0,0,0,0,0,35857009,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,3505280,42336294,0,0,0,0,2198928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474,625,0,0,0,0,0,0,1632
5652,9/30/2025 0:00:00,2463,0,0,0,0,0,0,17596393,0,0,0,0,0,0,0,9565551,0,0,0,0,0,0,0,0,0,706872,0,0,0,0,0,0,0,11096032,41196296,0,0,0,0,2938320,157,0,0,11,0,0,21,0,11,0,32,0,31,114,0,0,0,124,157,792,542,0,0,0,0,0,0,1044
5655,9/30/2025 0:00:00,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5660,9/30/2025 0:00:00,2467,0,0,0,0,0,0,57945,0,0,0,0,0,0,0,2764701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235908,0,0,0,3219879,0,0,0,0,161325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,399
5665,9/30/2025 0:00:00,2471,0,0,0,0,0,0,1183617,0,0,0,0,0,0,0,3164280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161910,0,0,0,4509807,0,0,0,0,0,1,14,1,0,0,0,0,14,0,0,0,14,14,0,0,0,0,1,15,245,410,1,0,0,0,0,0,705
5684,9/30/2025 0:00:00,2481,0,0,0,0,0,0,1025609,0,0,0,0,0,0,0,2265511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3291120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,0,0,0,0,0,0,30
5686,9/30/2025 0:00:00,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
5713,9/30/2025 0:00:00,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18
5718,9/30/2025 0:00:00,2494,0,0,0,0,0,0,3507544,0,0,0,0,0,0,0,19893761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991627,0,0,0,30137695,0,0,0,0,5744763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,165,0,0,0,0,0,0,670
5721,9/30/2025 0:00:00,2495,0,0,0,0,0,0,1487022,0,0,0,0,0,0,0,1692187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89126,0,0,51359,4741312,0,0,0,0,1421618,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,402,168,0,0,0,0,0,0,285
5741,9/30/2025 0:00:00,2507,0,0,0,0,0,0,171337,0,0,0,0,0,0,0,1046526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106681,1794044,0,0,0,0,469500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,12,0,0,0,0,0,0,46
5748,9/30/2025 0:00:00,2511,0,0,0,0,0,0,1379989,0,0,0,0,0,0,0,8371867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9751856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,76,0,0,0,0,0,0,642
5754,9/30/2025 0:00:00,2514,0,0,0,0,0,0,32375413,0,0,0,0,0,0,0,420104943,0,0,0,0,0,0,0,0,0,13659779,0,0,0,0,22504016,0,0,10754384,510286691,0,0,0,0,24547935,59,22,0,1,0,0,17,7,34,12,58,22,80,0,0,7,3,1,81,4010,2384,925,0,0,0,0,0,286
5773,9/30/2025 0:00:00,2526,0,0,0,0,0,0,511780,0,0,0,0,0,0,0,1621908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2453481,0,0,0,0,319793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,74,0,0,0,0,0,0,3
5780,9/30/2025 0:00:00,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
5781,9/30/2025 0:00:00,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
5785,9/30/2025 0:00:00,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051125,0,0,0,0,23347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,22,0,0,0,0,0,0,108
5797,9/30/2025 0:00:00,2537,0,0,0,0,0,0,184625859,0,0,0,0,0,0,0,213188925,0,0,0,0,0,0,0,0,0,19582720,0,0,0,0,10087129,0,0,82085933,519431381,0,0,0,0,29443535,109,20,0,0,0,0,43,0,30,20,103,20,123,6,0,15,0,6,129,9396,3202,6,0,0,0,0,0,6287
5811,9/30/2025 0:00:00,2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18
5816,9/30/2025 0:00:00,2547,0,0,0,0,0,0,3509153,0,0,0,0,0,0,0,11860929,0,0,0,0,0,0,0,0,0,2075912,0,0,0,0,0,0,0,0,16204475,0,0,0,0,834393,37,0,0,0,0,0,0,0,36,0,37,0,37,0,0,0,0,0,37,147,136,6,0,0,0,0,0,39
5822,9/30/2025 0:00:00,2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89948,0,0,0,0,89948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
5839,9/30/2025 0:00:00,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5845,9/30/2025 0:00:00,2559,0,0,0,0,0,0,1337315,0,0,0,0,0,0,0,1237367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7310,0,0,139547,3146250,0,0,0,0,424711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,118,2,0,0,0,0,0,30
5851,9/30/2025 0:00:00,2565,0,0,0,0,0,0,167715972,0,0,0,0,0,0,0,200999880,0,0,0,0,0,0,0,0,0,178378680,0,0,0,0,918912,0,0,19826995,400377760,0,0,0,0,10916001,473,0,2,6,0,0,147,0,133,0,396,0,396,69,0,58,0,77,473,4693,3792,0,1,0,0,0,1,2446
5852,9/30/2025 0:00:00,2566,0,0,0,0,0,0,61409064,0,0,0,0,0,0,0,96869278,0,0,0,0,0,0,0,0,0,241292,0,0,0,0,2791375,0,0,0,164602015,0,0,0,0,3532298,2,19,0,0,0,0,1,4,0,4,2,15,17,0,4,1,7,4,21,1748,1339,0,0,0,0,0,0,385
5856,9/30/2025 0:00:00,2567,0,0,0,0,0,0,60797182,0,0,0,0,0,0,0,55639290,0,0,0,0,0,0,0,0,0,490937,0,0,0,0,5260765,0,0,2832352,135521963,0,0,0,0,10992374,87,7,4,25,0,0,43,1,1,6,46,7,53,12,0,2,0,41,94,756,808,0,0,0,0,0,0,269
5866,9/30/2025 0:00:00,2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7209794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8913527,0,0,647116,16889496,0,0,0,0,119059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,82,0,0,0,0,0,0,597
5867,9/30/2025 0:00:00,2574,0,0,0,0,0,0,105490,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886031,0,0,0,0,708541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,28,0,0,0,0,0,0,19
5885,9/30/2025 0:00:00,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2354454,0,0,0,0,706283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,56,0,0,0,0,0,0,185
5892,9/30/2025 0:00:00,2587,0,0,0,0,0,0,7211944,0,0,0,0,0,0,0,7091641,0,0,0,0,0,0,0,0,0,213986,0,0,0,0,526506,0,0,3721151,26627911,0,0,0,0,8076669,39,4,0,0,0,0,7,0,12,4,31,4,35,8,0,12,0,8,43,170,304,0,0,0,0,0,0,822
5913,9/30/2025 0:00:00,2598,0,0,0,0,0,0,287035226,0,0,0,0,0,0,0,480034414,0,0,0,0,0,0,0,0,0,79537995,0,0,0,0,228495321,0,0,38824438,1359372137,0,0,0,0,324982738,1228,53,2,35,0,0,240,1,492,34,988,37,1025,203,16,236,0,256,1281,8744,7016,12,0,0,2,0,2,21688
5922,9/30/2025 0:00:00,2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,188
5924,9/30/2025 0:00:00,2602,0,0,0,0,0,0,16067674,0,0,0,0,0,0,0,7372288,0,0,0,0,0,0,0,0,0,5045519,0,0,0,0,6830936,0,0,6364531,46816418,0,0,0,0,10180989,198,14,6,9,0,0,44,0,46,12,133,14,147,50,0,35,2,65,212,883,173,187,0,0,0,0,0,3303
5928,9/30/2025 0:00:00,2604,0,0,0,0,0,0,1915673,0,0,0,0,0,0,0,3667914,0,0,0,0,0,0,0,0,0,467759,0,0,0,0,190666,0,0,190031,8892527,0,0,0,0,2928243,0,112,0,0,0,0,0,0,0,68,0,92,93,0,20,0,16,20,112,215,139,0,0,0,0,0,0,840
5930,9/30/2025 0:00:00,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601461,0,0,0,0,352401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
5935,9/30/2025 0:00:00,2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
5960,9/30/2025 0:00:00,2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5970,9/30/2025 0:00:00,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,16
5974,9/30/2025 0:00:00,2626,0,0,0,0,0,0,5986016,0,0,0,0,0,0,0,4739259,0,0,0,0,0,0,0,0,0,4387989,0,0,0,0,0,0,0,326735,15096606,0,0,0,0,4044596,38,4,0,2,0,0,9,0,7,4,21,4,25,15,0,3,0,17,42,622,236,0,0,0,0,0,0,541
5982,9/30/2025 0:00:00,2631,0,0,0,0,0,0,1570704,0,0,0,0,0,0,0,2961895,0,0,0,0,0,0,0,0,0,94819,0,0,0,0,17983,0,0,0,6655125,0,0,0,0,2104543,14,0,5,0,0,0,4,0,0,0,4,0,4,5,0,0,0,10,14,177,119,0,0,0,0,0,0,498
5987,9/30/2025 0:00:00,2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6008,9/30/2025 0:00:00,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532751,735575,0,0,0,0,202824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
6011,9/30/2025 0:00:00,2648,0,0,0,0,0,0,28476750,0,0,0,0,0,0,0,45883770,0,0,0,0,0,0,0,0,0,6618693,0,0,0,0,6066951,0,0,176856,95745848,0,0,0,0,15141521,78,2,2,14,0,0,10,0,5,0,52,0,52,10,2,34,0,28,80,1482,1659,3,0,0,0,0,0,1812
6012,9/30/2025 0:00:00,2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194801,4420013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,26
6032,9/30/2025 0:00:00,2661,0,0,0,0,0,0,11222925,0,0,0,0,0,0,0,55037402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12027672,0,0,7886601,86542091,0,0,0,0,367491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,890,0,0,0,0,0,0,146
6039,9/30/2025 0:00:00,2665,0,0,0,0,0,0,16916597,0,0,0,0,0,0,0,1221209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81568,0,0,0,18219374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,396,0,0,0,0,0,0,84
6048,9/30/2025 0:00:00,2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
6053,9/30/2025 0:00:00,2670,0,0,0,0,0,0,18438631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2856380,0,0,0,21295011,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,202,870,0,0,0,0,0,0,122
6062,9/30/2025 0:00:00,2674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6771164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2576502,0,0,0,18480706,0,0,0,0,9133040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,66,110,0,0,0,0,0,213
6070,9/30/2025 0:00:00,2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,15
6079,9/30/2025 0:00:00,2686,0,0,0,0,0,0,1367653,0,0,0,0,0,0,0,1508575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123571,0,0,0,3774554,0,0,0,0,774755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,97,0,0,0,0,0,0,144
6084,9/30/2025 0:00:00,2690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26505,0,0,0,2567379,0,0,0,0,979279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,35,0,0,0,0,0,0,103
6088,9/30/2025 0:00:00,2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6095,9/30/2025 0:00:00,2695,0,0,0,0,0,0,9004851,0,0,0,0,0,0,0,4751163,0,0,0,0,0,0,0,0,0,192507,0,0,0,0,0,0,0,1737417,17331931,0,0,0,0,1838500,96,13,0,5,0,0,7,2,32,3,64,13,75,27,0,25,8,31,109,529,326,0,0,0,0,0,0,62
6102,9/30/2025 0:00:00,2698,0,0,0,0,0,0,211813,0,0,0,0,0,0,0,2787770,0,0,0,0,0,0,0,0,0,40505,0,0,0,0,0,0,0,0,2999583,0,0,0,0,0,0,9,0,0,0,0,0,3,0,3,0,9,9,0,0,0,0,0,9,262,17,0,0,0,0,0,0,287
6112,9/30/2025 0:00:00,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
6116,9/30/2025 0:00:00,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2696180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070841,3767021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,209
6144,9/30/2025 0:00:00,2726,0,0,0,0,0,0,642195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9078,0,0,0,651273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,80
6150,9/30/2025 0:00:00,2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0
6160,9/30/2025 0:00:00,2737,0,0,0,0,0,0,61109600,0,0,0,0,0,0,0,59027780,0,0,0,0,0,0,0,0,0,3202120,0,0,0,0,455790,0,0,0,146930150,0,0,0,0,26336980,114,57,0,0,0,0,7,5,50,26,113,57,170,1,0,56,26,1,171,1440,1786,1,0,0,0,0,0,132
6175,9/30/2025 0:00:00,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675497,0,0,0,942254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
6178,9/30/2025 0:00:00,2749,0,0,0,0,0,0,26529239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2594786,0,0,0,0,0,0,0,34542991,67072511,0,0,0,0,6000281,238,1,7,10,0,0,31,0,73,0,220,1,221,1,0,107,1,18,239,7216,1519,7,1,0,0,0,1,11077
6179,9/30/2025 0:00:00,2750,0,0,0,0,0,0,843691,0,0,0,0,0,0,0,1316846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84310,0,0,0,2998774,0,0,0,0,753927,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,22,81,0,0,0,0,0,0,25
6184,9/30/2025 0:00:00,2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,7
6187,9/30/2025 0:00:00,2752,0,0,0,0,0,0,6827683,0,0,0,0,0,0,0,10173527,0,0,0,0,0,0,0,0,0,1633348,0,0,0,0,0,0,0,210742,18664252,0,0,0,0,1452300,50,0,8,0,0,0,35,0,0,0,35,0,35,7,0,0,0,15,50,263,358,0,0,0,0,0,0,362
6196,9/30/2025 0:00:00,2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,0,0,0,0,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,23
6208,9/30/2025 0:00:00,2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29334,0,0,0,1193574,0,0,0,0,22991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,27
6214,9/30/2025 0:00:00,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226449,0,0,0,0,0,0,0,0,0,160619,0,0,0,0,4736,0,0,49850,1281035,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,6,0,7,5,0,0,0,7,13,169,0,21,2,2,0,0,4,125
6225,9/30/2025 0:00:00,2773,0,0,0,0,0,0,478408,0,0,0,0,0,0,0,460287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11161,0,0,0,949856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,14,0,0,0,0,0,86
6233,9/30/2025 0:00:00,2778,0,0,0,0,0,0,22740522,0,0,0,0,0,0,0,15917104,0,0,0,0,0,0,0,0,0,1038314,0,0,0,0,0,0,0,79371,44724600,0,0,0,0,5987603,226,143,0,3,0,0,13,9,44,22,221,73,294,2,70,164,42,75,369,976,704,3,0,0,0,0,0,121
