"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
19216,9/30/2025 0:00:00,10115,0,0,0,0,39838819,165135,0,43081597,0,39838819,165135,0,0,0,0,58,0,0,0,0,32025,0,0,0,0,0,0,0,0,1313077,0,457366,0,0,0,0,0,0,0,0,0,0,0,296220,0,0,0,0,0,0,0,0,870659,0,135341,490900,9838,68937,70261,0,0,0,0,5972,20499,5073228,0,0,1702681,0,0,0,0,1420909,4840009,0,0,-49950,0,237,2051,58,5295,887,93,8621,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1770443,0,272232,147997,0,139784,0,83333,9080,0,0,0,0,0,0,0,1055120,-167107,0,0,0,0,0,0,0,0,-203151,0,2876940,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,1133231,0,0,0,0,0,282216,0,0,282216,4170000,0,0,853131,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19228,9/30/2025 0:00:00,10121,0,0,0,0,239761756,8279236,0,270750900,0,239761756,8279236,0,0,0,0,13,0,0,0,0,62025,0,0,0,0,0,0,0,0,5033968,0,3239347,0,0,0,0,0,0,0,0,0,0,0,874540,0,0,0,0,0,0,0,0,2789974,26170,548450,1963493,300301,464535,101010,0,0,0,0,32633,9284,34812772,0,0,13820452,0,0,0,0,0,11302803,0,0,0,0,1710,11851,73,20550,0,803,34987,0,0,0,0,0,0,0,0,0,0,0,0,0,56,8,0,0,0,0,0,0,8273315,0,2315025,2021372,0,2015869,0,673286,0,0,0,0,0,0,0,0,4905244,30573433,0,0,0,0,0,0,0,0,349684,0,22860862,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2158,33642160,0,0,0,0,0,0,0,0,0,64496925,0,0,126305,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19249,9/30/2025 0:00:00,10135,0,0,0,0,10138528,0,0,13504340,0,10138528,0,0,0,0,0,0,0,0,0,0,12025,0,0,0,0,0,0,0,0,298387,0,197804,0,0,0,0,0,0,0,0,0,0,0,60031,0,0,0,0,0,0,0,0,179409,900,29416,110173,1818,35142,15056,0,0,0,0,5278,7345,798356,0,0,2260629,0,0,0,0,382365,531097,0,0,0,17460,0,306,0,2006,0,0,2312,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,496191,0,109073,9321,0,201719,4401,0,0,0,0,0,0,0,0,0,60000,811739,0,0,0,0,0,0,0,0,0,0,3326996,2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,49871,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19253,9/30/2025 0:00:00,10136,0,0,0,0,903281,0,0,1035294,0,903281,0,0,0,0,0,16,0,0,0,0,92025,0,0,0,0,0,0,0,0,43166,0,11950,0,0,0,0,0,0,0,0,0,0,0,4826,0,0,0,0,0,0,0,0,34220,1356,6215,12344,341,1252,3857,0,0,0,0,115,0,430747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,55116,0,4826,304,0,-62,0,0,0,0,0,0,0,0,0,0,0,74513,0,0,0,0,0,0,0,0,0,0,125599,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19263,9/30/2025 0:00:00,10142,0,0,0,0,2446291114,48876413,20638615,3116194532,0,2446291114,48876413,20638615,0,0,0,363,0,0,0,0,122024,0,0,0,0,0,0,0,0,101664839,0,8588908,0,0,0,0,0,0,0,0,0,0,0,8077084,0,0,0,0,0,0,0,0,40777621,585624,4734972,14493744,2446110,4510210,1432228,0,0,0,0,370226,424121,177567161,0,0,73284083,0,0,0,0,43045021,117251170,0,0,-33204,-6128527,16578,90409,4903,147886,0,18690,278466,0,0,0,0,0,0,0,0,0,0,0,0,0,452,6,0,0,0,0,0,0,110253747,0,18070824,38207360,0,15861913,0,253953,908820,0,0,0,0,0,0,0,26432749,152053737,0,0,0,0,0,0,0,0,41191,0,377136746,1210,0,1787690782,0,114713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8565,158457657,0,0,0,0,0,84517253,91548111,8761930,184827294,1239300292,0,0,15418934,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19269,9/30/2025 0:00:00,10148,0,0,0,0,356770157,5619426,1214729,397938662,0,356770157,5619426,1214729,0,0,0,74,0,0,0,0,122024,0,0,0,0,0,0,0,0,11058220,0,2012438,0,0,0,0,0,0,0,0,0,0,0,305030,0,0,0,0,0,0,0,0,3487816,34829,535908,1266313,471128,291035,877535,0,0,0,0,51552,39424,31246229,0,0,6301869,0,0,0,0,3210591,15239923,0,0,0,0,3384,7612,918,15208,0,2455,29577,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,0,0,0,0,0,0,13070658,0,854268,6154985,0,264401,80000,0,0,0,0,0,0,0,0,0,1073735,35695937,0,0,0,0,0,0,0,0,-1221876,0,32701767,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,8870472,0,0,0,0,0,10000000,0,0,10000000,54587175,0,0,215884,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19285,9/30/2025 0:00:00,10160,0,0,0,0,883636,0,0,1002980,0,883636,0,0,0,0,0,2,0,0,0,0,62024,0,0,0,0,0,0,0,0,24893,0,5743,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,11932,0,0,3204,0,1811,1166,0,0,0,0,0,771,270357,0,0,140764,0,0,0,0,0,89770,0,0,0,0,0,0,0,189,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30636,0,254,3730,0,1739,0,0,0,0,0,0,0,0,0,0,1121,363632,0,0,0,0,0,0,0,0,0,0,116436,1161,0,0,0,22120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19295,9/30/2025 0:00:00,10167,0,0,0,0,8257714,666779,20607,11430674,0,8257714,666779,20607,0,0,0,17,0,0,0,0,62025,0,0,0,0,0,0,0,0,274143,0,116037,0,0,0,0,0,0,0,0,0,0,0,29571,0,0,0,0,0,0,0,0,108346,0,27750,131369,2107,2383,27472,0,0,0,0,1319,8398,1548562,0,0,1423587,0,0,0,0,0,982440,0,0,0,0,51,186,12,2327,0,0,2576,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,390180,0,29571,71504,0,5103,0,29750,0,0,0,0,0,0,0,0,175463,3029908,0,0,0,0,0,0,0,0,0,0,2346873,2053,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619000,0,0,231085,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19304,9/30/2025 0:00:00,10172,0,0,0,0,218633635,11730881,199620,329284322,0,225271683,16253881,199620,0,0,0,79,0,0,0,0,122024,0,0,0,0,0,0,0,0,12280708,387,921982,0,0,0,0,0,0,0,0,0,0,0,694323,0,0,0,0,0,0,0,0,4597219,50075,569079,1473523,289200,866977,748208,0,0,0,0,45224,38170,11195896,0,0,5509147,0,0,0,0,3745047,4244706,0,0,0,10319,2622,9947,555,19919,679,1440,35210,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,0,0,0,0,156056,13202303,0,2024528,4754749,639,1390527,0,300000,1258972,5,0,0,0,0,0,0,2139135,853680,0,0,0,0,0,0,0,0,0,0,36658376,1113,0,73003363,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,13117093,0,0,0,0,0,43700000,5000000,0,48700000,125273640,0,0,859712,1638.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19307,9/30/2025 0:00:00,10173,0,0,0,0,1712935317,50297512,1903360,2055748008,0,1712935317,50297512,1903360,0,0,0,221,0,0,0,0,122024,0,0,0,0,0,0,0,0,59899972,0,13940240,0,0,0,0,0,0,0,0,0,0,0,2054223,0,0,0,0,0,0,0,0,24051939,427189,2016649,10872055,2029259,8850668,889891,0,0,0,0,276780,504802,55645564,0,0,13233039,0,0,0,0,87185718,11589284,0,0,74195,1526502,6185,73381,1555,101258,4624,11370,198373,0,0,0,0,0,0,0,0,0,0,0,0,0,273,19,0,0,0,0,0,0,73840212,0,17103890,27284970,0,12966943,0,0,0,0,0,0,0,0,0,2042287135,7218334,40343124,0,0,0,0,0,0,0,0,-2281388,0,222662489,1089,0,481803678,0,123620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,6670844,0,0,0,0,0,40000000,0,0,40000000,716326975,0,0,27219427,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19319,9/30/2025 0:00:00,10182,0,0,0,0,15120617,0,0,17026232,0,15120617,0,0,0,0,0,2,0,0,0,0,92024,0,0,0,0,0,0,0,0,379188,0,162837,0,0,0,0,0,0,0,0,0,0,0,81707,0,0,0,0,0,0,0,0,216609,0,25771,193541,2106,41214,75337,0,0,0,0,2457,10244,4526097,0,0,4617879,0,0,0,0,119581,209411,0,0,0,0,0,1184,5,2431,0,61,3681,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,542025,0,174796,23440,0,115015,0,25396,0,0,0,0,0,0,0,0,305644,1346893,0,0,0,0,0,0,0,0,0,0,1766299,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19320,9/30/2025 0:00:00,10183,0,0,0,0,52906713,1527683,0,65396399,0,52906713,1527683,0,0,0,0,32,0,0,0,0,32025,0,0,0,0,0,0,0,0,2320036,0,614513,0,0,0,0,0,0,0,0,0,0,0,257546,0,0,0,0,0,0,0,0,673297,14459,165485,854773,22812,105099,79904,0,0,0,0,8831,41770,13572596,0,0,10886014,0,0,0,0,1948114,3900659,0,0,10708,0,379,2020,107,5456,0,0,7962,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,2934549,0,752670,854865,0,755924,0,174271,214887,0,0,0,0,0,0,0,546446,13559205,0,0,0,0,0,0,0,0,157460,0,10463088,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,1932242,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19355,9/30/2025 0:00:00,10205,0,0,0,0,43349625,8703846,0,61185083,0,43349625,8703846,0,0,0,0,48,0,0,0,0,122024,0,0,0,0,0,0,0,0,2260543,0,459521,0,0,0,0,0,0,0,0,0,0,0,134605,0,0,0,0,0,0,0,0,564683,11227,64654,277286,36269,90384,219128,0,0,0,0,6566,17971,24048213,0,0,5760101,0,0,0,0,668149,502377,0,0,-18039,0,358,1066,38,8162,0,0,9624,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2720064,0,262666,1127760,0,336802,0,49414,0,0,0,0,0,0,0,0,79200,1164190,0,0,0,0,0,0,0,0,-599048,0,9655641,1578,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,944244,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19390,9/30/2025 0:00:00,10228,0,0,0,0,7298137,0,0,8744487,0,7298137,0,0,0,0,0,8,0,0,0,0,122023,0,0,0,0,0,0,0,0,69934,0,94474,0,0,0,0,0,0,0,0,0,0,0,938,0,0,0,0,0,0,0,0,95827,0,19469,20000,60,57630,16099,0,0,0,0,575,1505,1114008,0,0,466483,0,0,0,0,117358,150392,0,0,0,0,12,325,0,935,61,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,164408,0,30377,2173,0,-18553,0,6182,0,0,0,0,0,0,0,0,61169,971724,0,0,0,0,0,0,0,0,0,0,1384375,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19401,9/30/2025 0:00:00,10237,0,0,0,0,345021191,54821622,18015773,480074420,0,345021201,56069670,18015773,0,0,0,136,0,0,0,0,122024,0,0,0,0,0,0,0,0,17525690,0,1909250,0,0,0,0,0,0,0,0,0,0,0,1787078,0,0,0,0,0,0,0,0,8813417,189037,1095453,4515949,451676,1140135,107684,0,87141,0,0,63383,153391,80575658,0,0,12202672,0,0,0,0,8690279,20274260,0,0,0,348211,3342,19526,1266,35974,0,1997,62107,0,0,0,0,0,0,0,0,0,0,0,0,0,122,2,0,0,0,0,0,25931676,19434940,0,5378365,5018434,607,2617863,0,150000,0,794,0,0,0,0,0,0,5057731,28991161,0,0,0,0,0,0,0,0,-203883,0,42067397,876,0,123058270,0,17664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4948,88640333,0,0,0,0,0,5000000,0,5000000,10000000,28652000,0,0,14480572,1695,0,0,0,0,0,83688,25221,0,0,25221,0,0,0,0,0,0,0,0,454488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19416,9/30/2025 0:00:00,10246,0,0,0,0,1439521,0,0,2056465,0,1439521,0,0,0,0,0,60,0,0,0,0,122022,0,0,0,0,0,0,0,0,83783,0,3868,0,0,0,0,0,0,0,0,0,0,0,13112,0,0,0,0,0,0,0,0,39039,0,400,16609,1365,1000,4769,0,0,0,0,0,16739,409348,0,0,30059,0,0,0,0,0,274068,0,0,0,0,0,0,0,368,76,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,87651,0,14192,3878,0,44,0,4623,5084,0,0,0,0,0,0,0,11602,1275887,0,0,0,0,0,0,0,0,0,0,594812,2892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,0,54368,1679.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19429,9/30/2025 0:00:00,10253,0,0,0,0,38810833,569513,94137,44003482,0,38810903,569513,94137,0,0,0,7,0,0,0,0,122024,0,0,0,0,0,0,0,0,929379,0,243608,0,0,0,0,0,0,0,0,0,0,0,148122,0,0,0,0,0,0,0,0,520513,6065,62227,83037,21977,114033,159188,0,0,0,0,7974,21703,4075524,0,0,1145569,0,0,0,0,514017,1733001,0,0,0,0,224,1648,94,3395,0,3,5365,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,1172987,0,393242,152559,0,328400,119107,0,7713,0,0,0,0,0,0,0,523564,6154632,0,0,0,0,0,0,0,0,-98525,0,4440382,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,337555,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19430,9/30/2025 0:00:00,10254,0,0,0,0,2183577,0,0,1913845,0,2183577,0,0,0,0,0,17,0,0,0,0,92024,0,0,0,0,0,0,0,0,117536,0,11960,0,0,0,0,0,0,0,0,0,0,0,14971,0,0,0,0,0,0,0,0,198636,425,22871,61788,1874,2504,2600,0,0,0,0,413,11940,1228503,0,0,303598,0,0,0,0,0,193233,0,0,0,0,12,57,7,487,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129496,0,15188,25655,0,-503715,0,16022,4012,0,0,0,0,0,0,0,27093,333969,0,0,0,0,0,0,0,0,0,0,-281060,-1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19432,9/30/2025 0:00:00,10256,0,0,0,0,3713882,0,0,4314326,0,3713882,0,0,0,0,0,0,0,0,0,0,62025,0,0,0,0,0,0,0,0,96253,0,58117,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,57511,0,0,10416,274,2250,3764,0,0,0,0,522,176,1946017,0,0,333193,0,0,0,0,0,134505,0,0,0,0,0,0,0,824,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,154370,0,-6,14663,0,64912,0,0,0,0,0,0,0,0,0,0,18176,293868,0,0,0,0,0,0,0,0,0,0,598947,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19433,9/30/2025 0:00:00,10257,0,0,0,0,30905242,0,0,36455791,0,30905242,0,0,0,0,0,8,0,0,0,0,62025,0,0,0,0,0,0,0,0,1171055,0,374861,0,0,0,0,0,0,0,0,0,0,0,195592,0,0,0,0,0,0,0,0,615878,10145,110551,170389,45000,49041,111041,0,0,0,0,4524,31081,5561797,0,0,2239056,0,0,0,0,0,478801,0,0,0,3595,128,1928,155,4406,0,81,6698,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,1545916,0,289854,220238,0,357724,0,93497,0,0,0,0,0,0,0,0,998173,4073528,0,0,0,0,0,0,0,0,0,0,5402241,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,2637923,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19440,9/30/2025 0:00:00,10261,0,0,0,0,264043467,7116662,4716377,312140925,0,264043467,7116662,4716377,0,0,0,49,0,0,0,0,32025,0,0,0,0,0,0,0,0,6907593,0,3230075,0,0,0,0,0,0,0,0,0,0,0,342019,0,0,0,0,0,0,0,0,2462965,37355,134445,1954309,288070,462622,278200,0,0,0,0,40821,337745,45344048,0,0,12259860,0,0,0,0,1266983,1403148,0,0,-161,8318,2333,11275,638,22163,459,2817,39685,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,10137668,0,1700038,3646077,0,2094853,0,176722,669036,0,0,0,0,0,0,0,1068147,6070753,0,0,0,0,0,0,0,0,0,0,34980084,1121,0,170574799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,16813863,0,0,0,0,0,0,0,0,0,7600000,0,0,233745,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
