"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
47,9/30/2025 0:00:00,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12267512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8421265,0,0,0,0,1745415,773444,0,12214590,0,0,0,0,0,1193599,0,98,0,0,0,0,0,5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,177,50,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,2,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051093,0,0,0,0,0,0,0,0,1051093,48616685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,9/30/2025 0:00:00,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43039,0,0,0,0,0,0,0,0,0,0,0,0,30448531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7080425,0,0,5810,0,1686383,689620,1801,0,0,0,0,0,0,146215,0,163,0,0,0,0,0,7259,0,182822,0,0,0,0,0,0,0,0,0,0,0,0,0,683,851,19,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5905529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9393,0,0,0,0,4,15486,0,41253,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2418233,0,0,0,0,0,0,0,0,2418233,48671518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,9/30/2025 0:00:00,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41398677,0,0,0,0,0,0,0,0,0,0,0,0,1880799843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253335715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000000,0,0,0,100000,0,0,0,1523021574,0,0,38492673,7202934,220002891,242535047,8760458,2676413855,0,0,0,0,0,5064996,0,63898,0,0,0,0,0,1244577,0,4210551,0,0,0,0,0,0,0,0,0,0,0,0,0,117929,105597,84,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193343338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048339,0,674467,0,0,1034,5136256,0,6241445,686033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627932776,0,0,0,0,0,0,0,0,627932776,7343259876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,9/30/2025 0:00:00,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26708435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15689150,0,0,76043,0,1065167,23144,79917,8221460,0,0,0,0,0,168539,0,75,0,0,0,0,0,10035,0,18959,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,390,9,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19503,0,17917,0,0,13,53991,0,44353,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4618104,0,0,0,0,0,0,0,0,4618104,49801596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,9/30/2025 0:00:00,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524089,0,0,0,0,0,0,0,0,0,0,0,0,105376745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51351515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103799219,0,0,866648,659711,11798006,5937230,687867,114944868,0,0,0,0,0,628128,0,396,0,0,0,0,0,69797,0,236775,0,0,0,0,0,0,0,0,0,0,0,0,0,6336,4928,39,32024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53105,0,78173,0,0,55,165647,0,170021,78477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29082160,0,0,0,0,0,0,0,0,29082160,412690869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,9/30/2025 0:00:00,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12932248,0,0,0,0,0,0,0,0,0,0,0,0,80234242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29067174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53502120,0,0,0,0,9715965,203418,33410,9838025,0,0,0,0,0,2373762,0,673,0,0,0,0,0,27851,0,61742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,13,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7682833,0,0,0,0,0,0,0,0,7682833,177277955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,9/30/2025 0:00:00,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431953,0,0,0,0,0,0,0,0,0,0,0,0,194048914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6812850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103117,0,0,0,230103942,0,0,5225955,2612527,23728167,27254589,8406349,101252012,0,0,0,0,0,1537002,0,4500,0,0,0,0,0,77810,0,2055849,0,0,0,0,0,0,0,0,0,0,0,0,0,7126,3889,38,102024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4521,0,0,12,41575,0,237439,101699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94313029,0,0,0,0,0,0,0,0,94313029,712236529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,9/30/2025 0:00:00,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88924959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79889550,0,0,914038,125912,5460209,2106032,682963,63312066,0,0,0,0,0,1564558,0,360,0,0,0,0,0,36900,0,497865,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,1329,17,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12272759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40295,0,37238,0,1258,15,84778,0,133558,30414,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18197730,0,0,0,0,0,0,0,0,18197730,246010166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,9/30/2025 0:00:00,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45962,0,0,0,0,0,0,0,0,0,0,0,0,2533365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78339,0,116,0,0,0,0,0,1409,0,26561,0,0,0,0,0,0,0,0,0,0,0,0,0,108,103,5,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,4238,0,0,3,4656,0,148,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2579327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,9/30/2025 0:00:00,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8224795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515256,0,0,0,0,0,207761,0,0,0,0,0,0,0,13129,0,62,0,0,0,0,0,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,2,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5420534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101076,0,0,0,0,0,0,0,0,101076,9230016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,9/30/2025 0:00:00,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19191508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9258970,0,0,917212,642898,7131470,2181056,426084,11921399,0,0,0,0,0,13523,0,54,0,0,0,0,0,7808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,359,8,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7136505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20753,0,36552,0,927,12,60305,0,11145,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241186,0,0,0,0,0,0,0,0,1241186,63845450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,9/30/2025 0:00:00,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183770,0,0,0,0,0,0,0,0,0,0,0,0,14250222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4595993,0,0,147396,0,3801278,477983,0,4169887,0,0,0,0,0,53537,0,232,0,0,0,0,0,5838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,249,4,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0,2915,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207181,0,0,0,0,0,0,0,0,1207181,34197883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9/30/2025 0:00:00,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17152171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168562,0,0,1340558,964536,2940034,0,0,0,0,0,0,0,0,2686646,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4635871,0,0,0,0,0,0,0,0,4635871,28325661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,9/30/2025 0:00:00,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358496,0,0,0,0,0,0,0,0,0,0,0,0,29546663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4230201,0,0,3187198,0,7063097,10659782,0,0,0,0,0,0,0,113451,0,26,0,0,0,0,0,7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,757,1,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26295,0,9521,0,4049,10,49440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9025535,0,0,0,0,0,0,0,0,9025535,70835099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,9/30/2025 0:00:00,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60647395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16264530,0,0,100705,0,1579927,441037,0,12393419,0,0,0,0,0,43389,0,83,0,0,0,0,0,15566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,1,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4967354,0,0,0,0,0,0,0,0,4967354,108097135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,9/30/2025 0:00:00,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57853,0,0,0,0,0,0,0,0,0,0,0,0,910468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,42024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,9/30/2025 0:00:00,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569898,0,0,0,0,0,0,0,0,0,0,0,0,45151109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18931227,0,0,500949,53778,3864278,1442118,0,4800727,0,0,0,0,0,708361,0,472,0,0,0,0,0,12599,0,54427,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,503,17,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11830,0,3651,0,0,10,26923,0,36138,4264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4208378,0,0,0,0,0,0,0,0,4208378,92197506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,9/30/2025 0:00:00,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4159,0,0,0,0,0,0,0,0,0,0,0,0,24561548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11583885,0,0,12740,10036,863062,78119,8270,0,0,0,0,0,0,147537,0,149,0,0,0,0,0,13904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,158,10,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,0,0,0,0,3,1467,0,7048,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94840,0,0,0,0,0,0,0,0,94840,38643831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,9/30/2025 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5158433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238980,0,50,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5158433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,9/30/2025 0:00:00,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168142,0,11,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,102024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,9/30/2025 0:00:00,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139296593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95067326,0,0,5195317,1217906,15032981,15857920,2715115,95418460,0,0,0,0,0,115737,0,1089,0,0,0,0,0,48853,0,515716,0,0,0,0,0,0,0,0,0,0,0,0,0,6298,4687,6,32025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27305404,0,2445702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74014,0,0,0,0,36,161264,0,480699,89964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42760225,0,0,0,0,0,0,0,0,42760225,360388769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,9/30/2025 0:00:00,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292251607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765830,0,0,0,198552695,0,0,4477838,1142747,33755351,24466239,7398437,119434226,0,0,0,0,0,2445778,0,1657,0,0,0,0,0,119846,0,1280297,0,0,0,0,0,0,0,0,0,0,0,0,0,20967,10526,20,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600399,0,118151,0,0,119,925669,0,1300965,161164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95573797,0,0,0,0,0,765830,0,0,96339627,895193996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
