"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
24767,9/30/2025 0:00:00,26404,11/14/2025 10:05:10 PM,0,0,0,576258,0,515287,515287,0,0,0,0,108,206967,34,107477,0,0,0,0,0,0,0,0,298,2225,0,0,0,2198,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,-51471,0,0,0,0,0,0,0,0,475198,2220,0,0,111534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4488,0,0,0,0,0,0,0,0,0,40089,40089,0,0,109670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24769,9/30/2025 0:00:00,26408,10/27/2025 10:28:40 PM,0,25677,0,755012,0,590854,674854,0,14588,0,21150,36,471400,7,48064,50519,0,0,0,0,0,0,0,596,5000,0,0,0,5331,0,0,0,0,0,1,0,1178,703,799,0,0,0,0,0,317,0,0,0,0,0,0,0,0,590854,0,0,0,33931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9348,0,0,0,0,25,0,84000,0,0,0,0,0,0,79816,0,0,17,0,0,0,0,0,0,0,0,0,61381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118,0,3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24770,9/30/2025 0:00:00,21616,11/10/2025 10:03:55 PM,160813,146693,0,36447297,0,31752668,31752668,0,57532,0,0,1459,20547641,436,6150979,247109,0,0,0,0,0,0,0,2635,10000,0,21569,0,588644,0,0,0,0,0,0,1800,1200,799,799,42255,22624,0,0,0,230191,172349,0,0,0,0,0,0,0,9227309,0,0,0,958444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301044,0,0,0,0,71323,0,0,4664587,423648,13080329,16585907,544562,0,4101988,0,0,329,0,0,0,0,0,0,0,0,0,339528,0,12708,0,0,0,0,0,0,0,0,0,0,1001188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48761,124158,59813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24771,9/30/2025 0:00:00,18922,10/30/2025 10:20:47 PM,867898,110689,0,43609560,0,37794893,37794893,0,193399,130021,112049,2375,31212451,446,9768889,933558,0,0,0,0,0,0,0,3115,4842,0,0,482,375003,0,0,0,0,0,0,1249,1247.4,643.1,767.4,125274,3325,0,0,0,297385,0,0,0,0,0,0,0,0,12354392,782733,0,0,1666903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370237,0,0,0,0,302871,0,0,6306004,699435,11873963,12904971,5189489,0,4604974,0,0,703,0,0,0,0,0,0,0,0,0,200199,0,20323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110060,18223,199896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24773,9/30/2025 0:00:00,19697,10/10/2025 10:01:55 PM,0,3222,0,15386956,0,12267134,12267134,0,4870,3437,1472,2465,10095007,649,6111349,12069,0,0,0,0,0,0,0,1159,3000,0,0,0,100745,0,0,0,0,0,0,1090,1225,415,590,14916,1591,0,0,0,68311,0,0,0,0,0,0,0,0,4940941,0,0,0,348437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127242,0,0,0,0,14740,0,0,2444229,366001,1645590,1976157,2526973,0,3013048,0,0,1925,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20101,18814,46323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24774,9/30/2025 0:00:00,18422,10/27/2025 10:32:56 PM,13716330,1412279,0,382775388,0,340362751,344334751,0,1812635,751992,98906,20810,314276903,3567,88260304,5107304,0,0,0,0,0,0,0,40706,1690795,0,0,136534,3424109,0,0,0,0,0,16,1634,773,789,941,5254887,1507873,0,0,0,0,0,0,0,0,0,0,0,0,143758904,35515309,0,0,15518860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018278,0,0,0,0,6757695,0,3972000,84020190,4673967,94720985,100933288,6327244,0,1334230,0,0,9317,0,0,0,0,0,0,0,0,0,17974684,0,48897,0,0,0,0,0,0,0,0,0,0,619083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560017,99599,2095006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24776,9/30/2025 0:00:00,26409,10/28/2025 10:08:34 PM,0,0,0,10943172,0,4217901,8219811,0,62335,0,0,835,6268836,527,3120904,94895,0,0,0,0,0,0,0,1989,310100,0,0,190,91684,0,0,0,0,0,28,0,1504.8,788.9,929.6,41684,7119,0,0,0,269344,0,0,0,0,0,0,0,0,2040026,0,0,0,280602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69196,0,0,0,0,18847,0,4001910,373236,0,1717263,1804640,0,0,2426893,0,0,475,0,0,0,0,0,0,0,0,0,60878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29384,14142,35366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24780,9/30/2025 0:00:00,16719,10/29/2025 10:29:04 PM,17565983,2769288,0,637212560,0,498366888,518366973,0,748696,283632,0,18999,531256246,2008,152282546,1667691,0,0,0,0,0,0,0,31660,2000000,0,0,1650567,9051384,0,0,0,0,0,1,1375,1590,524,524,573721,64507,0,0,0,0,484614,0,0,0,0,0,0,0,83504898,0,0,0,13887364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299406,0,0,0,0,3101108,51400000,20000085,78563215,5254323,46285913,193932295,124833446,0,54257487,0,0,3492,0,0,0,0,0,0,0,0,0,6693564,0,96896,0,0,0,0,0,0,0,0,0,0,211297502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937919,37586,26743223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24781,9/30/2025 0:00:00,26412,10/30/2025 11:43:36 PM,0,734,0,1786521,0,188448,1425818,0,5848,0,0,85,717740,15,116986,17107,0,0,0,0,0,0,0,294,1240,0,5106,3719,29021,0,0,0,0,0,4,0,1048,650,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188448,0,0,0,179374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0,0,0,0,214531,0,1237370,0,0,0,0,0,0,146172,0,0,18,0,0,0,0,0,0,0,0,0,68622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24783,9/30/2025 0:00:00,16716,10/7/2025 10:05:00 PM,5082746,505724,0,58841339,0,51481022,52519206,0,116988,26357,0,3806,41845978,1219,12242153,379050,0,0,0,0,0,0,0,6770,488969,0,0,0,606059,0,0,0,0,0,3,1025,1136,525,709,214970,82364,0,0,0,70657,863214,0,0,0,0,0,0,0,22883850,0,0,0,2559725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491281,0,0,0,0,-190221,0,1038184,6822359,1644622,10103203,15855397,2513914,0,4291593,0,0,699,0,0,0,0,0,0,0,0,0,1078479,0,23031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131864,43378,750084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24784,9/30/2025 0:00:00,26413,10/26/2025 6:17:39 PM,0,93424,0,4377731,0,2106651,2745476,0,343815,12948,0,595,2678982,74,687104,444006,0,0,0,0,0,0,0,660,5000,0,3150,572,30254,0,0,0,0,0,128,0,1374.3,490.6,1000.5,41308,400,0,0,0,0,0,0,0,0,0,0,0,0,921019,34206,0,0,313334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26293,0,0,0,0,175776,148000,638825,643823,0,418364,541809,0,0,1272613,0,0,41,0,0,0,0,0,0,0,0,0,9613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16275,0,498951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24793,9/30/2025 0:00:00,16373,10/22/2025 10:26:17 PM,511406,41131,0,36700218,0,29674516,29674516,0,104458,19152,0,3018,18481256,981,7945340,156660,0,0,0,0,0,0,0,3929,20000,0,-1417,0,117053,0,0,0,0,0,0,800,1000,480,690,48906,51453,0,0,0,0,0,0,0,0,0,0,0,0,15377824,0,0,0,930801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281343,0,0,0,0,183459,0,0,7963909,1643242,2175756,2380516,2309024,0,6842243,0,0,551,0,0,0,0,0,0,0,0,0,29415,0,9026,0,0,0,0,0,0,0,0,0,0,46108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89205,0,73579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24796,9/30/2025 0:00:00,20292,10/30/2025 12:01:14 AM,960576,500331,0,121129124,0,104596645,104596645,0,103550,125350,4079,3973,61565564,710,20582997,403660,0,0,0,0,0,0,0,7221,66619,0,0,0,875705,0,0,0,0,0,0,924,1093,629,949,449848,108041,0,0,0,147118,2780190,0,0,0,0,0,0,0,55542120,478173,0,0,3120215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961023,0,0,0,0,331988,0,0,14900042,4306774,22447015,22663816,4389754,0,13799699,0,0,505,0,0,0,0,0,0,0,0,0,645115,0,109391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219542,112872,2552578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24797,9/30/2025 0:00:00,18730,10/24/2025 10:41:38 PM,6304461,642867,0,173455630,0,160932257,160932257,0,309072,191720,187062,4710,100274596,3599,21701678,1428264,0,0,0,0,0,0,0,9775,2495925,0,0,0,1038915,0,0,0,0,0,0,0,1290,525,575,439913,50729,0,0,0,0,555641,0,0,0,0,0,0,0,54921108,0,0,0,5958017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560176,0,0,0,0,670742,0,0,42831599,3918216,18312006,24067932,32169162,0,13759518,0,0,1446,0,0,0,0,0,0,0,0,0,281973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449128,161640,6120882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24801,9/30/2025 0:00:00,17767,10/16/2025 10:12:23 PM,1273052,52235,0,48131745,0,41256836,41256836,0,93801,163872,13488,4119,32008953,2524,8187644,438118,0,0,0,0,0,0,0,9466,100000,0,0,0,469991,0,0,0,0,0,0,1090,1319,308,627,181877,23781,0,0,0,-78509,62420,0,0,0,0,0,0,0,16734893,0,0,0,1971133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426488,0,0,0,0,555430,0,0,6892029,1697061,7683213,10792086,3694111,0,6397988,0,0,645,0,0,0,0,0,0,0,0,0,312362,0,24339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77029,0,330016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24802,9/30/2025 0:00:00,26418,10/30/2025 11:52:45 PM,62624033,15149616,0,2343602607,0,1632585241,1671447029,0,3605278,5004803,1080398,36877,1564344837,5576,120878086,16978940,0,0,0,0,0,0,0,136214,1075000,0,0,12549694,18788796,0,0,0,0,0,4520,1400,1600,725,800,2711765,505273,0,0,0,15430149,0,0,0,0,0,0,0,0,410226496,0,0,0,50737614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13744005,0,0,0,0,41171621,421140000,38861788,268750610,41520239,298563948,404744384,496569335,0,167313223,0,0,4772,0,0,0,0,0,0,0,0,0,15330956,0,148771,0,0,0,0,0,0,0,0,0,0,65199664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7433720,1478800,10697874,0,0,0,0,0,3988185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24804,9/30/2025 0:00:00,26419,11/14/2025 10:02:54 PM,79568,10138,0,7248721,0,6188106,6699919,0,0,0,0,330,6004569,106,1759408,9269,0,0,0,0,0,0,0,1536,10000,0,2932,29863,25996,0,0,0,0,0,2,0,1387,462,653,49977,21409,0,0,0,126440,239661,0,0,0,0,0,0,0,3632476,40875,0,0,293449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63023,0,0,0,0,41009,0,511813,0,494532,900603,900603,703525,0,340478,0,0,211,0,0,0,0,0,0,0,0,0,55868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15872,0,6160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24807,9/30/2025 0:00:00,16231,10/20/2025 10:05:47 PM,5304219,303883,0,90301779,0,77622414,77622414,0,83960,227722,173947,2417,46781710,1021,10636619,751546,0,0,0,0,0,0,0,6399,146118,0,0,0,686815,0,0,0,0,0,0,1274,1149,500,550,95100,13749,0,0,0,238193,0,0,0,0,0,0,0,0,33852209,0,0,0,2824910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705233,0,0,0,0,803256,0,0,13508034,3010297,18465192,20510988,6171961,0,11538317,0,0,887,0,0,0,0,0,0,0,0,0,316437,0,59520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144861,246036,179769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24808,9/30/2025 0:00:00,14628,10/28/2025 10:20:08 PM,43962999,8836783,0,1608280362,0,1238152920,1349890025,0,4487441,1331381,2008873,55432,1284947485,9071,252789701,9663572,0,0,0,0,0,0,0,111034,3157890,0,0,2177405,21431417,0,0,0,0,0,56,1565,1290,450,599,7804785,926531,0,0,0,6806246,18140,0,0,0,0,0,0,0,332576945,0,0,0,51302739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12241784,0,0,0,0,37214208,70000000,111737105,251649135,49851953,179020078,350331470,229607807,0,89951315,0,0,11645,0,0,0,0,0,0,0,0,0,13178054,0,1878939,0,0,0,0,0,0,0,0,0,0,264008286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4740733,159027,87124260,0,0,0,0,0,875937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24810,9/30/2025 0:00:00,26424,10/29/2025 11:04:04 PM,230208,20531,0,10954907,0,6399734,6902384,0,40557,55176,51412,290,6097795,77,1270305,211573,0,0,0,0,0,0,0,1710,904000,0,0,19950,67465,0,0,0,0,0,3,0,1104,565,658,65077,28517,0,0,0,112603,452092,0,0,0,0,0,0,0,1567097,0,0,0,585426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56592,0,0,0,0,1007915,1330000,502650,2824956,50220,1439930,1505369,0,0,1597069,0,0,82,0,0,0,0,0,0,0,0,0,9865,0,0,0,0,0,0,0,0,0,0,0,0,1389686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23247,15902,27287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24811,9/30/2025 0:00:00,16871,10/24/2025 10:12:52 PM,717741,77643,0,35639311,0,28142922,30242725,0,219736,5964,0,1844,29960764,1198,11702943,515500,0,0,0,0,0,0,0,4463,367982,0,0,0,206794,0,0,0,0,0,168,999,1331,501,644,24738,3119,0,0,0,392554,110761,0,0,0,0,0,0,0,10307077,0,0,0,1323742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271858,0,0,0,0,659019,0,2099803,5513885,2589570,1937238,3096394,6525235,0,4244313,0,0,725,0,0,0,0,0,0,0,0,0,497963,0,520,0,0,0,0,0,0,0,0,0,0,276265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91688,6876,76821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
